1020,0,0,6.53
988,90,4000,6.55
921,0,0,6.55
911,86,4000,6.53
1032,0,0,6.50
906,77,4000,6.53
2222,0,0,6.51
906,90,4000,6.54
1039,0,0,6.52
981,92,4000,6.56
915,0,0,6.54
1400,134,4000,6.52
1024,0,0,6.56
981,96,4000,6.52
1051,0,0,6.52
1113,105,4000,6.52
1065,0,0,6.55
1054,98,4000,6.51
1011,0,0,6.59
1141,117,4000,6.53
