alternate,8,4,40000,276,0,0,6.51
alternate,8,4,40000,4,0,4000,6.51
forward,8,8,40000,165,0,0,6.54
forward,8,8,40000,135,15,4000,6.57
align,8,8,40000,1470,0,0,6.50
align,8,8,40000,1256,123,4000,6.52
alternate,8,8,40000,35,0,0,6.51
alternate,8,8,40000,9,0,4000,6.52
forward,8,16,40000,402,0,0,6.54
forward,8,16,40000,141,17,4000,6.54
align,8,16,40000,1975,0,0,6.60
align,8,16,40000,2524,248,4000,6.54
alternate,8,16,40000,16,0,0,6.58
alternate,8,16,40000,16,1,4000,6.53
forward,8,32,40000,120,0,0,6.58
forward,8,32,40000,137,16,4000,6.52
align,8,32,40000,4917,0,0,6.54
align,8,32,40000,5094,504,4000,6.56
alternate,8,32,40000,32,0,0,6.56
alternate,8,32,40000,32,3,4000,6.58
forward,8,64,40000,134,0,0,6.56
forward,8,64,40000,12,1,4000,6.58
align,8,64,40000,10263,0,0,6.57
align,8,64,40000,10193,1015,4000,6.52
alternate,8,64,40000,397,1,0,6.50
alternate,8,64,40000,435,44,4000,6.57
forward,8,128,40000,142,0,0,6.52
forward,8,128,40000,141,17,4000,6.55
align,8,128,40000,19422,0,0,6.54
align,8,128,40000,19809,1976,4000,6.58
alternate,8,128,40000,128,0,0,6.59
alternate,8,128,40000,2212,218,4000,6.56
forward,8,256,40000,142,0,0,6.50
forward,8,256,40000,143,17,4000,6.53
align,8,256,40000,36116,0,0,6.57
align,8,256,40000,37341,3731,4000,6.53
alternate,8,256,40000,32039,0,0,6.58
alternate,8,256,40000,27648,2765,4000,6.58
forward,8,512,40000,128,0,0,6.55
forward,8,512,40000,140,16,4000,6.51
align,8,512,40000,40000,0,0,6.54
align,8,512,40000,40000,4000,4000,6.52
alternate,8,512,40000,40000,0,0,6.52
alternate,8,512,40000,40000,4000,4000,6.54
forward,8,1024,40000,141,0,0,6.54
forward,8,1024,40000,138,16,4000,6.54
align,8,1024,40000,40000,0,0,6.52
align,8,1024,40000,40000,4000,4000,6.53
alternate,8,1024,40000,40000,0,0,6.56
alternate,8,1024,40000,40000,4000,4000,6.54
forward,8,4,40000,129,0,0,6.52
forward,8,4,40000,93,10,4000,6.52
align,8,4,40000,1051,0,0,6.52
align,8,4,40000,1113,105,4000,6.52
alternate,8,4,40000,4,0,0,6.54
alternate,8,4,40000,4,0,4000,6.51
forward,8,8,40000,133,0,0,6.53
forward,8,8,40000,138,16,4000,6.51
align,8,8,40000,1277,0,0,6.51
align,8,8,40000,1508,148,4000,6.52
alternate,8,8,40000,523,1,0,6.59
alternate,8,8,40000,8,0,4000,6.55
forward,8,16,40000,155,0,0,6.51
forward,8,16,40000,89,12,4000,6.60
align,8,16,40000,2603,0,0,6.50
align,8,16,40000,3542,353,4000,6.52
alternate,8,16,40000,109,0,0,6.53
alternate,8,16,40000,16,1,4000,6.54
forward,8,32,40000,141,0,0,6.55
forward,8,32,40000,143,17,4000,6.54
align,8,32,40000,9402,0,0,6.52
align,8,32,40000,5440,541,4000,6.56
alternate,8,32,40000,1383,0,0,6.51
alternate,8,32,40000,66,37,4000,6.54
forward,8,64,40000,145,0,0,6.55
forward,8,64,40000,141,17,4000,6.54
align,8,64,40000,9854,0,0,6.51
align,8,64,40000,10736,1069,4000,6.53
alternate,8,64,40000,1349,0,0,6.51
alternate,8,64,40000,561,56,4000,6.56
forward,8,128,40000,142,0,0,6.53
forward,8,128,40000,141,17,4000,6.51
align,8,128,40000,19458,0,0,6.53
align,8,128,40000,19458,1940,4000,6.58
alternate,8,128,40000,1997,0,0,6.54
alternate,8,128,40000,128,12,4000,6.59
forward,8,256,40000,143,0,0,6.54
forward,8,256,40000,142,17,4000,6.51
align,8,256,40000,37479,0,0,6.53
align,8,256,40000,37615,3758,4000,6.51
alternate,8,256,40000,16756,0,0,6.55
alternate,8,256,40000,32232,3228,4000,6.52
forward,8,512,40000,323,0,0,6.55
forward,8,512,40000,136,15,4000,6.59
align,8,512,40000,40000,0,0,6.55
align,8,512,40000,40000,4000,4000,6.51
alternate,8,512,40000,35187,0,0,6.55
alternate,8,512,40000,40000,4000,4000,6.57
forward,8,1024,40000,144,0,0,6.56
forward,8,1024,40000,140,16,4000,6.51
align,8,1024,40000,39579,0,0,6.54
align,8,1024,40000,40000,4000,4000,6.57
alternate,8,1024,40000,40000,0,0,6.57
alternate,8,1024,40000,39139,3914,4000,6.52
forward,8,4,40000,141,0,0,6.58
forward,8,4,40000,132,16,4000,6.58
align,8,4,40000,1065,0,0,6.55
align,8,4,40000,1054,98,4000,6.51
alternate,8,4,40000,4,0,0,6.53
alternate,8,4,40000,4,0,4000,6.51
forward,8,8,40000,158,17,0,6.51
forward,8,8,40000,85,8,4000,6.54
align,8,8,40000,1798,0,0,6.51
align,8,8,40000,1341,128,4000,6.51
alternate,8,8,40000,8,0,0,6.61
alternate,8,8,40000,8,0,4000,6.57
forward,8,16,40000,129,0,0,6.59
forward,8,16,40000,141,16,4000,6.52
align,8,16,40000,2067,0,0,6.52
align,8,16,40000,2400,239,4000,6.58
alternate,8,16,40000,871,0,0,6.52
alternate,8,16,40000,16,1,4000,6.55
forward,8,32,40000,143,1,0,6.52
forward,8,32,40000,142,17,4000,6.51
align,8,32,40000,12597,0,0,6.55
align,8,32,40000,4442,442,4000,6.54
alternate,8,32,40000,2100,0,0,6.51
alternate,8,32,40000,32,3,4000,6.60
forward,8,64,40000,141,0,0,6.56
forward,8,64,40000,135,15,4000,6.57
align,8,64,40000,11414,0,0,6.54
align,8,64,40000,11102,1103,4000,6.50
alternate,8,64,40000,117,0,0,6.53
alternate,8,64,40000,312,32,4000,6.54
forward,8,128,40000,141,0,0,6.57
forward,8,128,40000,142,17,4000,6.52
align,8,128,40000,19458,0,0,6.53
align,8,128,40000,20190,2014,4000,6.51
alternate,8,128,40000,128,0,0,6.51
alternate,8,128,40000,640,64,4000,6.53
forward,8,256,40000,117,0,0,6.53
forward,8,256,40000,139,16,4000,6.50
align,8,256,40000,37532,0,0,6.52
align,8,256,40000,37506,3746,4000,6.54
alternate,8,256,40000,28197,0,0,6.58
alternate,8,256,40000,32372,3239,4000,6.51
forward,8,512,40000,141,0,0,6.51
forward,8,512,40000,142,17,4000,6.50
align,8,512,40000,40000,0,0,6.51
align,8,512,40000,40000,4000,4000,6.51
alternate,8,512,40000,40000,0,0,6.53
alternate,8,512,40000,35866,3580,4000,6.54
forward,8,1024,40000,141,0,0,6.56
forward,8,1024,40000,141,17,4000,6.54
align,8,1024,40000,40000,0,0,6.50
align,8,1024,40000,40000,4000,4000,6.51
alternate,8,1024,40000,40000,0,0,6.60
alternate,8,1024,40000,39785,3979,4000,6.53
forward,8,4,40000,139,0,0,6.51
forward,8,4,40000,131,15,4000,6.53
align,8,4,40000,1011,0,0,6.59
align,8,4,40000,1141,117,4000,6.53
alternate,8,4,40000,4,0,0,6.52
alternate,8,4,40000,5,1,4000,6.59
forward,8,8,40000,175,31,0,6.51
forward,8,8,40000,104,14,4000,6.61
align,8,8,40000,1352,0,0,6.54
align,8,8,40000,1361,138,4000,6.54
alternate,8,8,40000,8,0,0,6.53
alternate,8,8,40000,8,0,4000,6.55
forward,8,16,40000,141,0,0,6.52
forward,8,16,40000,104,10,4000,6.56
align,8,16,40000,2571,0,0,6.54
align,8,16,40000,2546,254,4000,6.51
alternate,8,16,40000,62,1,0,6.52
alternate,8,16,40000,702,65,4000,6.50
forward,8,32,40000,141,0,0,6.54
forward,8,32,40000,140,16,4000,6.53
align,8,32,40000,5600,0,0,6.54
align,8,32,40000,5138,511,4000,6.52
alternate,8,32,40000,32,0,0,6.53
alternate,8,32,40000,32,3,4000,6.56
forward,8,64,40000,141,0,0,6.52
forward,8,64,40000,127,11,4000,6.51
align,8,64,40000,11511,0,0,6.51
align,8,64,40000,13029,1302,4000,6.51
alternate,8,64,40000,250,1,0,6.56
alternate,8,64,40000,88,9,4000,6.54
forward,8,128,40000,143,0,0,6.52
forward,8,128,40000,144,17,4000,6.50
align,8,128,40000,19458,0,0,6.53
align,8,128,40000,14190,1411,4000,6.63
alternate,8,128,40000,1536,0,0,6.51
alternate,8,128,40000,323,32,4000,6.57
forward,8,256,40000,141,0,0,6.52
forward,8,256,40000,141,17,4000,6.54
align,8,256,40000,37513,0,0,6.55
align,8,256,40000,27570,2754,4000,6.61
alternate,8,256,40000,33236,0,0,6.52
alternate,8,256,40000,29290,2931,4000,6.52
forward,8,512,40000,154,0,0,6.50
forward,8,512,40000,139,16,4000,6.56
align,8,512,40000,36217,0,0,6.55
align,8,512,40000,39981,3998,4000,6.51
alternate,8,512,40000,40000,0,0,6.53
alternate,8,512,40000,40000,4000,4000,6.52
forward,8,1024,40000,81,0,0,6.54
forward,8,1024,40000,81,9,4000,6.53
align,8,1024,40000,40000,0,0,6.55
align,8,1024,40000,40000,4000,4000,6.51
alternate,8,1024,40000,40000,0,0,6.52
alternate,8,1024,40000,39785,3979,4000,6.52
