141,0,0,6.56
144,17,4000,6.51
295,0,0,6.51
104,11,4000,6.56
142,0,0,6.52
141,17,4000,6.57
294,0,0,6.51
141,17,4000,6.54
338,0,0,6.52
140,16,4000,6.53
138,0,0,6.52
141,17,4000,6.56
141,0,0,6.54
138,16,4000,6.54
144,0,0,6.56
140,16,4000,6.51
141,0,0,6.56
141,17,4000,6.54
81,0,0,6.54
81,9,4000,6.53
