1000,11,11,1.478196,258,27,1.9,0.06,0:01.85
1000,11,11,1.455529,260,25,1.87,0.1,0:01.83
1000,11,10,1.517807,260,24,1.97,0.06,0:01.89
1000,11,6,1.52462,256,27,1.95,0.08,0:01.89
1000,11,10,1.517768,255,30,1.95,0.07,0:01.89
1000,11,11,1.527943,259,31,1.94,0.1,0:01.90
1000,11,4,1.543036,253,34,1.91,0.09,0:01.91
1000,11,11,1.511157,249,25,1.88,0.11,0:01.90
1000,11,11,1.508297,257,30,1.96,0.05,0:01.88
1000,11,10,1.512053,258,24,1.98,0.05,0:01.88
