c-native,0.399175
c-drio,0.368358
c-c-empty,0.38442,0
c-c-empty,0.37373,0
c-c-dm,0.383214,0
c-c-dm,0.373684,0
c-c-dm-stats,0,9623,377,0,9623,377,0
c-c-dm-errs-good,0.384201,0
c-c-dm-errs-bad,0.375889,0
c-c-dm-errs-stats,141,9372,487,0,9513,487,49
c-native,0.399232
c-drio,0.36806
c-c-empty,0.384243,0
c-c-empty,0.384461,0
c-c-dm,0.373538,0
c-c-dm,0.38427,0
c-c-dm-stats,170,9371,459,0,9541,459,0
c-c-dm-errs-good,0.373572,0
c-c-dm-errs-bad,0.385203,0
c-c-dm-errs-stats,0,9670,330,0,9670,330,33
c-native,0.399071
c-drio,0.368113
c-c-empty,0.384429,0
c-c-empty,0.384509,0
c-c-dm,0.384446,0
c-c-dm,0.38456,0
c-c-dm-stats,132,8998,870,0,9130,870,0
c-c-dm-errs-good,0.384444,0
c-c-dm-errs-bad,0.385385,0
c-c-dm-errs-stats,160,9286,554,0,9446,554,55
c-native,0.398328
c-drio,0.357337
c-c-empty,0.384499,0
c-c-empty,0.373824,0
c-c-dm,0.373551,0
c-c-dm,0.384583,0
c-c-dm-stats,292,9196,512,0,9488,512,0
c-c-dm-errs-good,0.374973,0
c-c-dm-errs-bad,0.384676,0
c-c-dm-errs-stats,0,9560,440,153,9407,440,44
c-native,0.399444
c-drio,0.366481
c-c-empty,0.373687,0
c-c-empty,0.373789,0
c-c-dm,0.377098,0
c-c-dm,0.384442,0
c-c-dm-stats,119,9085,796,0,9204,796,0
c-c-dm-errs-good,0.374078,0
c-c-dm-errs-bad,0.385106,0
c-c-dm-errs-stats,115,9545,340,0,9660,340,34
c-native,0.399243
c-drio,0.357357
c-c-empty,0.373488,0
c-c-empty,0.378192,0
c-c-dm,0.373491,0
c-c-dm,0.384715,0
c-c-dm-stats,0,9680,320,0,9680,320,0
c-c-dm-errs-good,0.3845,0
c-c-dm-errs-bad,0.385993,0
c-c-dm-errs-stats,0,9567,433,0,9567,433,43
c-native,0.398965
c-drio,0.357474
c-c-empty,0.385235,0
c-c-empty,0.373697,0
c-c-dm,0.37355,0
c-c-dm,0.38499,0
c-c-dm-stats,0,9660,340,0,9660,340,0
c-c-dm-errs-good,0.37976,0
c-c-dm-errs-bad,0.380744,0
c-c-dm-errs-stats,150,9462,388,0,9612,388,39
c-native,0.39709
c-drio,0.367943
c-c-empty,0.382164,0
c-c-empty,0.384881,0
c-c-dm,0.373666,0
c-c-dm,0.380097,0
c-c-dm-stats,109,9292,599,83,9318,599,0
c-c-dm-errs-good,0.373607,0
c-c-dm-errs-bad,0.385229,0
c-c-dm-errs-stats,29,9542,429,0,9571,429,44
c-native,0.397758
c-drio,0.368153
c-c-empty,0.38445,0
c-c-empty,0.373738,0
c-c-dm,0.373948,0
c-c-dm,0.373789,0
c-c-dm-stats,358,8386,1256,78,8666,1256,0
c-c-dm-errs-good,0.373682,0
c-c-dm-errs-bad,0.38504,0
c-c-dm-errs-stats,131,9483,386,0,9614,386,38
c-native,0.399079
c-drio,0.357634
c-c-empty,0.373786,0
c-c-empty,0.373464,0
c-c-dm,0.373661,0
c-c-dm,0.384727,0
c-c-dm-stats,35,9320,645,42,9313,645,0
c-c-dm-errs-good,0.384377,0
c-c-dm-errs-bad,0.373921,0
c-c-dm-errs-stats,0,9562,438,3,9559,438,44
c-py-empty-c,0.374133,0
c-py-empty-py,7.490827462,0
c-py-dm-c,0.373667,0
c-py-dm-py,7.498835735,0
c-py-dm-stats,0,9990,10,0,9990,10,0
c-py-empty-c,0.373702,0
c-py-empty-py,7.639944351,0
c-py-dm-c,0.378258,0
c-py-dm-py,7.5841778,0
c-py-dm-stats,0,9990,10,0,9990,10,0
c-py-empty-c,0.373481,0
c-py-empty-py,7.744290502,0
c-py-dm-c,0.384873,0
c-py-dm-py,7.532145997,0
c-py-dm-stats,0,9990,10,0,9990,10,0
c-py-empty-c,0.373773,0
c-py-empty-py,7.604324289,0
c-py-dm-c,0.377495,0
c-py-dm-py,7.488533866,0
c-py-dm-stats,0,9990,10,0,9990,10,0
c-py-empty-c,0.373838,0
c-py-empty-py,7.436587452,0
c-py-dm-c,0.384406,0
c-py-dm-py,7.635987933,0
c-py-dm-stats,0,9990,10,0,9990,10,0
c-py-empty-c,0.373827,0
c-py-empty-py,7.343216583,0
c-py-dm-c,0.373941,0
c-py-dm-py,7.337013285,0
c-py-dm-stats,0,9990,10,0,9990,10,0
c-py-empty-c,0.374073,0
c-py-empty-py,7.087012122,0
c-py-dm-c,0.373705,0
c-py-dm-py,7.492562669,0
c-py-dm-stats,0,9990,10,0,9990,10,0
c-py-empty-c,0.384637,0
c-py-empty-py,7.790385488,0
c-py-dm-c,0.38453,0
c-py-dm-py,7.59400354,0
c-py-dm-stats,0,9990,10,0,9990,10,0
c-py-empty-c,0.373799,0
c-py-empty-py,7.590255003,0
c-py-dm-c,0.373688,0
c-py-dm-py,7.674287091,0
c-py-dm-stats,0,9990,10,0,9990,10,0
c-py-empty-c,0.37372,0
c-py-empty-py,7.622617217,0
c-py-dm-c,0.374068,0
c-py-dm-py,7.632041149,0
c-py-dm-stats,0,9990,10,0,9990,10,0
py-native,3.843788285
py-drio,7.655761221
py-py-empty,7.439129631,0
py-py-empty,7.739410344,0
py-py-dm,7.594618273,0
py-py-dm,7.679503403,0
py-py-dm-stats,0,9251,749,0,9251,749,0
py-native,3.818611253
py-drio,7.327961686
py-py-empty,7.5596066,0
py-py-empty,7.24918768,0
py-py-dm,7.572271454,0
py-py-dm,7.666178012,0
py-py-dm-stats,0,9840,160,0,9840,160,0
py-native,3.886558477
py-drio,7.163615111
py-py-empty,7.225658225,0
py-py-empty,7.517925182,0
py-py-dm,7.498457063,0
py-py-dm,7.51638444,0
py-py-dm-stats,0,9810,190,0,9810,190,0
py-native,3.807193081
py-drio,7.596471815
py-py-empty,7.522971817,0
py-py-empty,7.680413368,0
py-py-dm,7.550937142,0
py-py-dm,7.524364774,0
py-py-dm-stats,0,9830,170,0,9830,170,0
py-native,3.850232157
py-drio,7.348529873
py-py-empty,7.634334915,0
py-py-empty,7.845353221,0
py-py-dm,7.389118852,0
py-py-dm,7.404923556,0
py-py-dm-stats,0,9840,160,0,9840,160,0
py-native,3.88267965
py-drio,7.900646758
py-py-empty,7.564626843,0
py-py-empty,7.422418424,0
py-py-dm,7.486779282,0
py-py-dm,7.539506419,0
py-py-dm-stats,0,9767,233,0,9767,233,0
py-native,3.808567395
py-drio,7.475337731
py-py-empty,7.75216361,0
py-py-empty,7.746471301,0
py-py-dm,7.734151561,0
py-py-dm,7.187646945,0
py-py-dm-stats,0,9850,150,0,9850,150,0
py-native,3.82690061
py-drio,7.389259027
py-py-empty,7.601819913,0
py-py-empty,7.575433806,0
py-py-dm,7.466609971,0
py-py-dm,7.273675163,0
py-py-dm-stats,0,9840,160,0,9840,160,0
py-native,3.846334174
py-drio,7.595186458
py-py-empty,7.779857846,0
py-py-empty,7.42906654,0
py-py-dm,7.351950494,0
py-py-dm,7.640445013,0
py-py-dm-stats,0,9840,160,0,9840,160,0
py-native,3.824232945
py-drio,7.454541119
py-py-empty,7.795232205,0
py-py-empty,7.484055219,0
