c-native,0.397142
c-drio,0.357693
c-c-empty,0.390507,4087475
c-c-empty,0.387927,4215649
c-c-dm,0.395963,4216948
c-c-dm,0.395279,4102259
c-c-dm-stats,0,8698,1302,0,8698,1302,0
c-c-dm-errs-good,0.395689,4164260
c-c-dm-errs-bad,0.395956,4104232
c-c-dm-errs-stats,0,7809,2191,0,7809,2191,220
c-native,0.398773
c-drio,0.368081
c-c-empty,0.383636,3939094
c-c-empty,0.39342,4359804
c-c-dm,0.394639,3994889
c-c-dm,0.394967,4025081
c-c-dm-stats,0,7955,2045,0,7955,2045,0
c-c-dm-errs-good,0.383868,3979135
c-c-dm-errs-bad,0.384074,3961367
c-c-dm-errs-stats,0,7304,2696,0,7304,2696,270
c-native,0.399278
c-drio,0.357239
c-c-empty,0.383688,3975461
c-c-empty,0.383468,3858949
c-c-dm,0.38312,3806195
c-c-dm,0.394272,3994204
c-c-dm-stats,0,9522,478,0,9522,478,0
c-c-dm-errs-good,0.384117,4179866
c-c-dm-errs-bad,0.392227,3055547
c-c-dm-errs-stats,0,8834,1166,0,8834,1166,118
c-native,0.399065
c-drio,0.357648
c-c-empty,0.38454,4252466
c-c-empty,0.383522,3817779
c-c-dm,0.39592,4393339
c-c-dm,0.384087,4175486
c-c-dm-stats,0,8826,1174,0,8826,1174,0
c-c-dm-errs-good,0.391566,4276156
c-c-dm-errs-bad,0.383962,3896521
c-c-dm-errs-stats,0,8990,1010,0,8990,1010,105
c-native,0.397792
c-drio,0.357431
c-c-empty,0.393739,3792672
c-c-empty,0.384343,4188943
c-c-dm,0.384036,4055384
c-c-dm,0.383849,3999030
c-c-dm-stats,0,8226,1774,0,8226,1774,0
c-c-dm-errs-good,0.383974,3744439
c-c-dm-errs-bad,0.384073,3829372
c-c-dm-errs-stats,0,8658,1342,0,8658,1342,135
c-native,0.399112
c-drio,0.368184
c-c-empty,0.395208,4531829
c-c-empty,0.382935,3636326
c-c-dm,0.383239,3713622
c-c-dm,0.384179,3911135
c-c-dm-stats,0,8794,1206,0,8794,1206,0
c-c-dm-errs-good,0.384009,3961569
c-c-dm-errs-bad,0.383994,4004402
c-c-dm-errs-stats,0,8730,1270,0,8730,1270,129
c-native,0.399291
c-drio,0.357257
c-c-empty,0.383871,4019354
c-c-empty,0.395365,4384562
c-c-dm,0.384728,4325633
c-c-dm,0.384717,4286344
c-c-dm-stats,0,8049,1951,0,8049,1951,0
c-c-dm-errs-good,0.383692,3930523
c-c-dm-errs-bad,0.394702,3927895
c-c-dm-errs-stats,0,9535,465,0,9535,465,46
c-native,0.396977
c-drio,0.357323
c-c-empty,0.383765,3706068
c-c-empty,0.383552,3884741
c-c-dm,0.383872,3960504
c-c-dm,0.384038,4080298
c-c-dm-stats,0,9382,618,0,9382,618,0
c-c-dm-errs-good,0.383881,3976067
c-c-dm-errs-bad,0.383751,3844028
c-c-dm-errs-stats,0,6336,3664,0,6336,3664,366
c-native,0.398609
c-drio,0.357697
c-c-empty,0.383536,3783451
c-c-empty,0.383872,3968066
c-c-dm,0.383746,3921315
c-c-dm,0.384096,3877079
c-c-dm-stats,0,9099,901,0,9099,901,0
c-c-dm-errs-good,0.385002,3990939
c-c-dm-errs-bad,0.383289,3587219
c-c-dm-errs-stats,0,9214,786,0,9214,786,80
c-native,0.397928
c-drio,0.368312
c-c-empty,0.383768,3960189
c-c-empty,0.394761,4110693
c-c-dm,0.383955,4028566
c-c-dm,0.384137,4164927
c-c-dm-stats,0,7291,2709,0,7291,2709,0
c-c-dm-errs-good,0.383226,3707403
c-c-dm-errs-bad,0.395948,4297721
c-c-dm-errs-stats,0,9403,597,0,9403,597,61
c-py-empty-c,0.395414,4137222
c-py-empty-py,7.661768294,1353733
c-py-dm-c,0.38323,3596332
c-py-dm-py,7.349432166,2056225
c-py-dm-stats,0,9990,10,0,9990,10,0
c-py-empty-c,0.382807,3609341
c-py-empty-py,7.562522787,1599549
c-py-dm-c,0.383583,3830706
c-py-dm-py,7.095214262,1806850
