c-native,0.399325
c-drio,0.363913
c-c-empty,0.384512,4335245
c-c-empty,0.38478,4262555
c-c-dm,0.394052,3922312
c-c-dm,0.384736,4285039
c-c-dm-stats,13,9110,877,10,9113,877,0
c-c-dm-errs-good,0.383462,3874807
c-c-dm-errs-bad,0.393583,3934497
c-c-dm-errs-stats,0,9316,684,0,9316,684,70
c-native,0.399131
c-drio,0.357467
c-c-empty,0.384822,4252792
c-c-empty,0.3848,4206296
c-c-dm,0.383206,3737078
c-c-dm,0.383335,3709934
c-c-dm-stats,0,8794,1206,0,8794,1206,0
c-c-dm-errs-good,0.386018,4293972
c-c-dm-errs-bad,0.383908,3968916
c-c-dm-errs-stats,0,9113,887,84,9029,887,87
c-native,0.399553
c-drio,0.357662
c-c-empty,0.385448,4515803
c-c-empty,0.383804,4083423
c-c-dm,0.394392,3867781
c-c-dm,0.383819,3990824
c-c-dm-stats,64,9223,713,0,9287,713,0
c-c-dm-errs-good,0.39501,4277604
c-c-dm-errs-bad,0.383772,3751987
c-c-dm-errs-stats,43,9254,703,0,9297,703,71
c-native,0.397961
c-drio,0.357483
c-c-empty,0.395272,4189678
c-c-empty,0.383973,4008545
c-c-dm,0.384026,3963568
c-c-dm,0.384698,4214626
c-c-dm-stats,32,8627,1341,93,8566,1341,0
c-c-dm-errs-good,0.383952,3971483
c-c-dm-errs-bad,0.38391,3845004
c-c-dm-errs-stats,71,7813,2116,39,7845,2116,213
c-native,0.399165
c-drio,0.367904
c-c-empty,0.384573,4156998
c-c-empty,0.383184,3685786
c-c-dm,0.383956,4039874
c-c-dm,0.384636,4293932
c-c-dm-stats,150,8056,1794,0,8206,1794,0
c-c-dm-errs-good,0.393905,3710057
c-c-dm-errs-bad,0.383958,3874046
c-c-dm-errs-stats,0,9235,765,0,9235,765,77
c-native,0.399344
c-drio,0.364732
c-c-empty,0.383769,4068778
c-c-empty,0.382957,3589375
c-c-dm,0.383872,3931204
c-c-dm,0.383212,3629272
c-c-dm-stats,0,9540,460,0,9540,460,0
c-c-dm-errs-good,0.393059,3488025
c-c-dm-errs-bad,0.383063,3496215
c-c-dm-errs-stats,0,9095,905,36,9059,905,93
c-native,0.397173
c-drio,0.362843
c-c-empty,0.383907,3824490
c-c-empty,0.384033,4063478
c-c-dm,0.383896,3985831
c-c-dm,0.394807,3971707
c-c-dm-stats,0,9588,412,0,9588,412,0
c-c-dm-errs-good,0.395211,4251812
c-c-dm-errs-bad,0.394919,3842149
c-c-dm-errs-stats,37,8493,1470,0,8530,1470,147
c-native,0.399478
c-drio,0.368352
c-c-empty,0.386102,3686511
c-c-empty,0.384622,4369100
c-c-dm,0.384576,4287581
c-c-dm,0.383372,3866630
c-c-dm-stats,0,9391,609,0,9391,609,0
c-c-dm-errs-good,0.383065,3516434
c-c-dm-errs-bad,0.382313,3077334
