c-native,1.582832
c-drio,1.408333
c-c-empty,1.441413,0
c-c-empty,1.440554,0
c-c-dm,1.44761,0
c-c-dm,1.442181,0
c-c-dm-stats,0,18772,1228,0,18772,1228,0
c-c-dm-errs-good,1.486109,0
c-c-dm-errs-bad,1.441364,0
c-c-dm-errs-stats,0,19269,731,0,19269,731,73
c-native,1.585044
c-drio,1.437207
c-c-empty,1.439807,0
c-c-empty,1.44197,0
c-c-dm,1.474236,0
c-c-dm,1.442308,0
c-c-dm-stats,0,18853,1147,0,18853,1147,0
c-c-dm-errs-good,1.447548,0
c-c-dm-errs-bad,1.443847,0
c-c-dm-errs-stats,0,19300,700,0,19300,700,70
c-native,1.585704
c-drio,1.424791
c-c-empty,1.442935,0
c-c-empty,1.442667,0
c-c-dm,1.441861,0
c-c-dm,1.441667,0
c-c-dm-stats,0,15291,4709,0,15291,4709,0
c-c-dm-errs-good,1.446771,0
c-c-dm-errs-bad,1.481594,0
c-c-dm-errs-stats,0,19155,845,0,19155,845,85
c-native,1.582916
c-drio,1.406049
c-c-empty,1.440256,0
c-c-empty,1.446157,0
c-c-dm,1.448692,0
c-c-dm,1.440679,0
c-c-dm-stats,0,19232,768,0,19232,768,0
c-c-dm-errs-good,1.443061,0
c-c-dm-errs-bad,1.441314,0
c-c-dm-errs-stats,0,19285,715,0,19285,715,72
c-native,1.583216
c-drio,1.408505
c-c-empty,1.455257,0
c-c-empty,1.440826,0
c-c-dm,1.452866,0
c-c-dm,1.44241,0
c-c-dm-stats,0,18982,1018,0,18982,1018,0
c-c-dm-errs-good,1.470619,0
c-c-dm-errs-bad,1.442943,0
c-c-dm-errs-stats,0,19094,906,0,19094,906,91
c-native,1.590434
c-drio,1.436257
c-c-empty,1.441277,0
c-c-empty,1.442135,0
c-c-dm,1.446603,0
c-c-dm,1.440534,0
c-c-dm-stats,0,19079,921,0,19079,921,0
c-c-dm-errs-good,1.440488,0
c-c-dm-errs-bad,1.44192,0
