c-native,1.582365
c-drio,1.408268
c-c-empty,1.440957,0
c-c-empty,1.458296,0
c-c-dm,1.462052,0
c-c-dm,1.483672,0
c-c-dm-stats,0,18691,1309,0,18691,1309,0
c-c-dm-errs-good,1.457007,0
c-c-dm-errs-bad,1.440928,0
c-c-dm-errs-stats,0,19290,710,0,19290,710,71
c-native,1.591045
c-drio,1.41182
c-c-empty,1.440784,0
c-c-empty,1.442473,0
c-c-dm,1.439772,0
c-c-dm,1.441842,0
c-c-dm-stats,0,19151,849,0,19151,849,0
c-c-dm-errs-good,1.445806,0
c-c-dm-errs-bad,1.485702,0
c-c-dm-errs-stats,0,19283,717,0,19283,717,72
c-native,1.58269
c-drio,1.407904
c-c-empty,1.441663,0
c-c-empty,1.439959,0
c-c-dm,1.441381,0
c-c-dm,1.44145,0
c-c-dm-stats,0,17149,2851,0,17149,2851,0
c-c-dm-errs-good,1.441154,0
c-c-dm-errs-bad,1.441397,0
c-c-dm-errs-stats,0,18873,1127,0,18873,1127,113
c-native,1.581722
c-drio,1.408283
c-c-empty,1.44068,0
c-c-empty,1.440387,0
c-c-dm,1.441431,0
c-c-dm,1.441102,0
c-c-dm-stats,0,17867,2133,0,17867,2133,0
c-c-dm-errs-good,1.441169,0
c-c-dm-errs-bad,1.444902,0
c-c-dm-errs-stats,0,18943,1057,0,18943,1057,106
c-native,1.583288
c-drio,1.4084
c-c-empty,1.445413,0
c-c-empty,1.441053,0
c-c-dm,1.441738,0
c-c-dm,1.442248,0
c-c-dm-stats,0,18693,1307,0,18693,1307,0
c-c-dm-errs-good,1.460442,0
c-c-dm-errs-bad,1.456348,0
c-c-dm-errs-stats,0,19000,1000,0,19000,1000,99
c-native,1.582403
c-drio,1.410247
c-c-empty,1.439977,0
c-c-empty,1.441057,0
c-c-dm,1.442735,0
c-c-dm,1.441122,0
c-c-dm-stats,0,18188,1812,0,18188,1812,0
c-c-dm-errs-good,1.440406,0
c-c-dm-errs-bad,1.441788,0
c-c-dm-errs-stats,0,19056,944,0,19056,944,95
c-native,1.582075
c-drio,1.408261
c-c-empty,1.487139,0
c-c-empty,1.486806,0
c-c-dm,1.453024,0
c-c-dm,1.454769,0
c-c-dm-stats,0,18437,1563,0,18437,1563,0
c-c-dm-errs-good,1.441788,0
c-c-dm-errs-bad,1.440959,0
c-c-dm-errs-stats,0,18404,1596,0,18404,1596,159
c-native,1.587394
c-drio,1.407943
c-c-empty,1.442852,0
c-c-empty,1.441681,0
c-c-dm,1.440474,0
c-c-dm,1.448554,0
c-c-dm-stats,0,18552,1448,0,18552,1448,0
c-c-dm-errs-good,1.463941,0
c-c-dm-errs-bad,1.4419,0
c-c-dm-errs-stats,0,19245,755,0,19245,755,76
c-native,1.582292
c-drio,1.40826
c-c-empty,1.442132,0
c-c-empty,1.442121,0
c-c-dm,1.442826,0
c-c-dm,1.441566,0
c-c-dm-stats,0,17906,2094,0,17906,2094,0
c-c-dm-errs-good,1.451967,0
c-c-dm-errs-bad,1.441129,0
c-c-dm-errs-stats,0,19127,873,0,19127,873,89
c-native,1.583018
c-drio,1.406953
c-c-empty,1.442011,0
c-c-empty,1.441826,0
c-c-dm,1.441188,0
c-c-dm,1.440881,0
c-c-dm-stats,0,16694,3306,0,16694,3306,0
c-c-dm-errs-good,1.44207,0
c-c-dm-errs-bad,1.4409,0
c-c-dm-errs-stats,0,19102,898,0,19102,898,90
c-py-empty-c,1.443014,0
c-py-empty-py,30.55578672,0
c-py-dm-c,1.467098,0
c-py-dm-py,29.613516897,0
c-py-dm-stats,0,19980,20,0,19980,20,0
c-py-empty-c,1.440465,0
c-py-empty-py,30.315837976,0
c-py-dm-c,1.483907,0
c-py-dm-py,29.914172308,0
c-py-dm-stats,0,19980,20,0,19980,20,0
c-py-empty-c,1.443448,0
c-py-empty-py,29.551560475,0
c-py-dm-c,1.441981,0
c-py-dm-py,30.067724423,0
c-py-dm-stats,0,19980,20,0,19980,20,0
c-py-empty-c,1.44222,0
c-py-empty-py,30.37867652,0
c-py-dm-c,1.440175,0
c-py-dm-py,29.633314248,0
c-py-dm-stats,0,19980,20,0,19980,20,0
c-py-empty-c,1.442046,0
c-py-empty-py,30.31937116,0
c-py-dm-c,1.444108,0
c-py-dm-py,28.885556689,0
c-py-dm-stats,0,19980,20,0,19980,20,0
c-py-empty-c,1.440009,0
c-py-empty-py,30.328777894,0
c-py-dm-c,1.456091,0
c-py-dm-py,29.669644455,0
c-py-dm-stats,0,19980,20,0,19980,20,0
c-py-empty-c,1.469447,0
c-py-empty-py,29.846468458,0
c-py-dm-c,1.442594,0
c-py-dm-py,30.777138721,0
c-py-dm-stats,0,19980,20,0,19980,20,0
c-py-empty-c,1.461316,0
c-py-empty-py,29.844733836,0
c-py-dm-c,1.442123,0
c-py-dm-py,30.440535645,0
c-py-dm-stats,0,19980,20,0,19980,20,0
