c-native,1.582504
c-drio,1.41229
c-c-empty,1.454098,0
c-c-empty,1.46643,0
c-c-dm,1.486584,0
c-c-dm,1.442326,0
c-c-dm-stats,0,17437,2563,167,17270,2563,0
c-c-dm-errs-good,1.468871,0
c-c-dm-errs-bad,1.446838,0
c-c-dm-errs-stats,0,18967,1033,0,18967,1033,102
c-native,1.583096
c-drio,1.408339
c-c-empty,1.442726,0
c-c-empty,1.441071,0
c-c-dm,1.442677,0
c-c-dm,1.454284,0
c-c-dm-stats,0,19162,838,0,19162,838,0
c-c-dm-errs-good,1.446514,0
c-c-dm-errs-bad,1.441736,0
c-c-dm-errs-stats,181,19011,808,0,19192,808,81
c-native,1.585174
c-drio,1.452944
c-c-empty,1.467716,0
c-c-empty,1.468368,0
c-c-dm,1.4419,0
c-c-dm,1.440708,0
c-c-dm-stats,59,18463,1478,62,18460,1478,0
c-c-dm-errs-good,1.444156,0
c-c-dm-errs-bad,1.444602,0
c-c-dm-errs-stats,77,18819,1104,99,18797,1104,109
c-native,1.586384
c-drio,1.409346
c-c-empty,1.439887,0
c-c-empty,1.449042,0
c-c-dm,1.440551,0
c-c-dm,1.443047,0
c-c-dm-stats,133,19055,812,0,19188,812,0
c-c-dm-errs-good,1.442329,0
c-c-dm-errs-bad,1.440864,0
c-c-dm-errs-stats,0,18227,1773,38,18189,1773,176
c-native,1.582624
c-drio,1.407546
c-c-empty,1.440164,0
c-c-empty,1.441139,0
c-c-dm,1.445636,0
c-c-dm,1.44122,0
c-c-dm-stats,55,19228,717,0,19283,717,0
c-c-dm-errs-good,1.456993,0
c-c-dm-errs-bad,1.442102,0
c-c-dm-errs-stats,26,18823,1151,42,18807,1151,114
c-native,1.581941
c-drio,1.407328
c-c-empty,1.483594,0
c-c-empty,1.441242,0
c-c-dm,1.439982,0
c-c-dm,1.441388,0
c-c-dm-stats,157,18034,1809,210,17981,1809,0
c-c-dm-errs-good,1.446527,0
c-c-dm-errs-bad,1.442757,0
c-c-dm-errs-stats,0,19216,784,0,19216,784,78
c-native,1.592301
c-drio,1.413752
c-c-empty,1.441897,0
c-c-empty,1.441269,0
c-c-dm,1.442324,0
c-c-dm,1.459758,0
c-c-dm-stats,87,18957,956,63,18981,956,0
c-c-dm-errs-good,1.442514,0
c-c-dm-errs-bad,1.441887,0
c-c-dm-errs-stats,161,19022,817,0,19183,817,82
c-native,1.584456
c-drio,1.451356
c-c-empty,1.440424,0
c-c-empty,1.459895,0
c-c-dm,1.467833,0
c-c-dm,1.441389,0
c-c-dm-stats,0,19206,794,0,19206,794,0
c-c-dm-errs-good,1.442178,0
c-c-dm-errs-bad,1.440611,0
c-c-dm-errs-stats,0,18845,1155,0,18845,1155,116
c-native,1.585978
c-drio,1.418835
c-c-empty,1.484193,0
c-c-empty,1.440394,0
c-c-dm,1.441854,0
c-c-dm,1.442228,0
c-c-dm-stats,315,16782,2903,104,16993,2903,0
c-c-dm-errs-good,1.441915,0
c-c-dm-errs-bad,1.443004,0
c-c-dm-errs-stats,25,19095,880,0,19120,880,88
c-native,1.583302
c-drio,1.408618
c-c-empty,1.442622,0
c-c-empty,1.441072,0
c-c-dm,1.481373,0
c-c-dm,1.443962,0
c-c-dm-stats,146,18949,905,0,19095,905,0
c-c-dm-errs-good,1.471229,0
c-c-dm-errs-bad,1.442235,0
c-c-dm-errs-stats,0,19270,730,0,19270,730,73
c-py-empty-c,1.445274,0
c-py-empty-py,31.021386849,0
c-py-dm-c,1.440444,0
c-py-dm-py,29.987787049,0
c-py-dm-stats,0,19980,20,0,19980,20,0
c-py-empty-c,1.449513,0
c-py-empty-py,29.243527848,0
c-py-dm-c,1.440574,0
c-py-dm-py,29.84029445,0
c-py-dm-stats,0,19980,20,0,19980,20,0
c-py-empty-c,1.440551,0
c-py-empty-py,28.112146396,0
c-py-dm-c,1.449581,0
c-py-dm-py,29.804761539,0
c-py-dm-stats,0,19980,20,0,19980,20,0
c-py-empty-c,1.441082,0
c-py-empty-py,30.513998856,0
c-py-dm-c,1.460265,0
c-py-dm-py,30.201828997,0
c-py-dm-stats,0,19980,20,0,19980,20,0
c-py-empty-c,1.448578,0
c-py-empty-py,31.014687598,0
c-py-dm-c,1.440947,0
c-py-dm-py,30.186436925,0
c-py-dm-stats,0,19980,20,0,19980,20,0
c-py-empty-c,1.441678,0
c-py-empty-py,29.677426492,0
c-py-dm-c,1.442719,0
c-py-dm-py,29.987753998,0
c-py-dm-stats,0,19980,20,0,19980,20,0
c-py-empty-c,1.43996,0
c-py-empty-py,30.043432578,0
c-py-dm-c,1.458163,0
c-py-dm-py,30.138444494,0
c-py-dm-stats,0,19980,20,0,19980,20,0
c-py-empty-c,1.442243,0
c-py-empty-py,28.412247029,0
c-py-dm-c,1.442007,0
c-py-dm-py,29.922100682,0
c-py-dm-stats,0,19980,20,0,19980,20,0
c-py-empty-c,1.441262,0
c-py-empty-py,29.917683638,0
c-py-dm-c,1.442198,0
c-py-dm-py,30.909589696,0
c-py-dm-stats,0,19980,20,0,19980,20,0
c-py-empty-c,1.485445,0
c-py-empty-py,28.493724889,0
c-py-dm-c,1.450141,0
c-py-dm-py,30.50420144,0
c-py-dm-stats,0,19980,20,0,19980,20,0
py-native,15.283700014
py-drio,29.623546237
py-py-empty,28.392493548,0
py-py-empty,29.964754564,0
py-py-dm,30.420356938,0
py-py-dm,30.637964967,0
py-py-dm-stats,0,19640,360,0,19640,360,0
py-native,15.296004551
py-drio,30.098459637
py-py-empty,29.484754933,0
py-py-empty,29.85692635,0
py-py-dm,30.118016222,0
py-py-dm,30.616721933,0
py-py-dm-stats,0,19660,340,0,19660,340,0
py-native,15.234498915
py-drio,28.762668722
