c-native,0.397606
c-drio,0.361806
c-c-empty,0.373973,0
c-c-empty,0.384748,0
c-c-dm,0.384919,0
c-c-dm,0.373942,0
c-c-dm-stats,0,9368,632,0,9368,632,0
c-c-dm-errs-good,0.373777,0
c-c-dm-errs-bad,0.374476,0
c-c-dm-errs-stats,0,9620,380,0,9620,380,38
c-native,0.399201
c-drio,0.357316
c-c-empty,0.373834,0
c-c-empty,0.374339,0
c-c-dm,0.373676,0
c-c-dm,0.37388,0
c-c-dm-stats,0,8608,1392,0,8608,1392,0
c-c-dm-errs-good,0.373708,0
c-c-dm-errs-bad,0.374882,0
c-c-dm-errs-stats,0,9516,484,0,9516,484,48
c-native,0.399129
c-drio,0.357269
c-c-empty,0.373588,0
c-c-empty,0.373853,0
c-c-dm,0.373609,0
c-c-dm,0.373633,0
c-c-dm-stats,0,7261,2739,0,7261,2739,0
c-c-dm-errs-good,0.38443,0
c-c-dm-errs-bad,0.378516,0
c-c-dm-errs-stats,0,9568,432,0,9568,432,45
c-native,0.399107
c-drio,0.357763
c-c-empty,0.384247,0
c-c-empty,0.373686,0
c-c-dm,0.377875,0
c-c-dm,0.373612,0
c-c-dm-stats,0,9496,504,0,9496,504,0
c-c-dm-errs-good,0.384824,0
c-c-dm-errs-bad,0.374176,0
c-c-dm-errs-stats,0,9670,330,0,9670,330,33
c-native,0.399169
c-drio,0.368327
c-c-empty,0.384192,0
c-c-empty,0.373611,0
c-c-dm,0.38422,0
c-c-dm,0.373504,0
c-c-dm-stats,15,9034,951,0,9049,951,0
c-c-dm-errs-good,0.384262,0
c-c-dm-errs-bad,0.374365,0
c-c-dm-errs-stats,29,9500,471,0,9529,471,47
c-native,0.399081
c-drio,0.360139
c-c-empty,0.374009,0
c-c-empty,0.373347,0
c-c-dm,0.373718,0
c-c-dm,0.373809,0
c-c-dm-stats,0,1316,8684,0,1316,8684,0
c-c-dm-errs-good,0.381422,0
c-c-dm-errs-bad,0.385824,0
c-c-dm-errs-stats,0,9372,628,0,9372,628,63
c-native,0.399112
c-drio,0.368214
c-c-empty,0.373514,0
c-c-empty,0.373697,0
c-c-dm,0.373606,0
c-c-dm,0.373616,0
c-c-dm-stats,28,8046,1926,0,8074,1926,0
c-c-dm-errs-good,0.373476,0
c-c-dm-errs-bad,0.384994,0
c-c-dm-errs-stats,0,9357,643,0,9357,643,65
c-native,0.397148
c-drio,0.362057
c-c-empty,0.373692,0
c-c-empty,0.373795,0
c-c-dm,0.373796,0
c-c-dm,0.374069,0
c-c-dm-stats,0,7171,2829,0,7171,2829,0
c-c-dm-errs-good,0.373654,0
c-c-dm-errs-bad,0.374338,0
c-c-dm-errs-stats,0,9650,350,0,9650,350,35
c-native,0.399077
c-drio,0.357469
c-c-empty,0.373864,0
c-c-empty,0.373589,0
c-c-dm,0.373903,0
c-c-dm,0.373754,0
c-c-dm-stats,14,7920,2066,0,7934,2066,0
c-c-dm-errs-good,0.373841,0
c-c-dm-errs-bad,0.385476,0
c-c-dm-errs-stats,8,9614,378,0,9622,378,38
c-native,0.399194
c-drio,0.357336
c-c-empty,0.373501,0
c-c-empty,0.37368,0
c-c-dm,0.384824,0
c-c-dm,0.384519,0
c-c-dm-stats,0,9294,706,0,9294,706,0
c-c-dm-errs-good,0.384317,0
c-c-dm-errs-bad,0.377013,0
c-c-dm-errs-stats,0,9395,605,0,9395,605,61
c-py-empty-c,0.377575,0
c-py-empty-py,7.70196034,0
c-py-dm-c,0.384782,0
c-py-dm-py,7.62383033,0
