c-native,1.591091
c-drio,1.407535
c-c-empty,1.507998,8187795
c-c-empty,1.458891,7434729
c-c-dm,1.460435,6988243
c-c-dm,1.458935,6898497
c-c-dm-stats,0,19105,895,0,19105,895,0
c-c-dm-errs-good,1.459487,7267301
c-c-dm-errs-bad,1.458475,7050178
c-c-dm-errs-stats,0,17977,2023,0,17977,2023,204
c-native,1.586132
c-drio,1.407869
c-c-empty,1.459613,6993367
c-c-empty,1.500003,7966815
c-c-dm,1.460685,7506885
c-c-dm,1.467657,7597899
c-c-dm-stats,0,18631,1369,0,18631,1369,0
c-c-dm-errs-good,1.459472,7611433
c-c-dm-errs-bad,1.459722,7413408
c-c-dm-errs-stats,0,15126,4874,0,15126,4874,487
c-native,1.583063
c-drio,1.407864
c-c-empty,1.466748,7057120
c-c-empty,1.458789,7397973
c-c-dm,1.460342,7590060
c-c-dm,1.460089,7106335
c-c-dm-stats,0,19050,950,0,19050,950,0
c-c-dm-errs-good,1.461354,7344451
c-c-dm-errs-bad,1.460534,7843305
c-c-dm-errs-stats,0,16099,3901,0,16099,3901,391
c-native,1.582503
c-drio,1.406823
c-c-empty,1.460892,7758614
c-c-empty,1.459861,7778806
c-c-dm,1.45976,7545526
c-c-dm,1.479958,7178922
c-c-dm-stats,0,18646,1354,0,18646,1354,0
c-c-dm-errs-good,1.46142,7932559
c-c-dm-errs-bad,1.5019,8386277
c-c-dm-errs-stats,0,19285,715,0,19285,715,72
c-native,1.583388
c-drio,1.407429
c-c-empty,1.458398,7099904
c-c-empty,1.486795,8249015
c-c-dm,1.460497,6997778
c-c-dm,1.459475,7251049
c-c-dm-stats,0,12079,7921,0,12079,7921,0
c-c-dm-errs-good,1.505718,8141210
c-c-dm-errs-bad,1.460722,7281082
c-c-dm-errs-stats,0,19043,957,0,19043,957,97
c-native,1.582463
c-drio,1.412411
c-c-empty,1.461024,7508493
c-c-empty,1.468482,8078592
c-c-dm,1.4581,6568175
c-c-dm,1.458058,7053482
c-c-dm-stats,0,17558,2442,0,17558,2442,0
c-c-dm-errs-good,1.46159,7766284
c-c-dm-errs-bad,1.460511,7381962
c-c-dm-errs-stats,0,17472,2528,0,17472,2528,252
c-native,1.587059
c-drio,1.449866
c-c-empty,1.458876,7358101
c-c-empty,1.459624,7888609
c-c-dm,1.458586,7385295
c-c-dm,1.470923,7518393
c-c-dm-stats,0,18790,1210,0,18790,1210,0
c-c-dm-errs-good,1.465307,8017670
c-c-dm-errs-bad,1.459856,7456868
c-c-dm-errs-stats,0,19137,863,0,19137,863,87
c-native,1.590848
c-drio,1.433277
c-c-empty,1.458476,7258273
c-c-empty,1.458865,7026324
c-c-dm,1.461962,7591063
c-c-dm,1.468176,7939441
c-c-dm-stats,0,18902,1098,0,18902,1098,0
c-c-dm-errs-good,1.459864,7427088
c-c-dm-errs-bad,1.459483,6999950
c-c-dm-errs-stats,0,5269,14731,0,5269,14731,1473
c-native,1.581925
c-drio,1.407104
c-c-empty,1.458648,7286840
c-c-empty,1.461057,7917971
c-c-dm,1.474777,7594975
c-c-dm,1.507431,8174564
c-c-dm-stats,0,18235,1765,0,18235,1765,0
c-c-dm-errs-good,1.459766,7625975
c-c-dm-errs-bad,1.459442,7329092
c-c-dm-errs-stats,0,14384,5616,0,14384,5616,565
c-native,1.583782
c-drio,1.406089
c-c-empty,1.458544,7338978
c-c-empty,1.461084,7149763
c-c-dm,1.459945,7170318
c-c-dm,1.459899,7063623
c-c-dm-stats,0,12517,7483,0,12517,7483,0
c-c-dm-errs-good,1.459376,7532303
c-c-dm-errs-bad,1.460531,7762315
c-c-dm-errs-stats,0,18876,1124,0,18876,1124,112
c-py-empty-c,1.460782,7400228
c-py-empty-py,29.796473842,2971868
c-py-dm-c,1.460956,7305866
c-py-dm-py,29.579861371,3147032
c-py-dm-stats,0,19980,20,0,19980,20,0
c-py-empty-c,1.459962,7816717
c-py-empty-py,30.036201502,3440848
c-py-dm-c,1.50926,8637281
c-py-dm-py,30.161532336,3952114
c-py-dm-stats,0,19980,20,0,19980,20,0
c-py-empty-c,1.46755,7718205
c-py-empty-py,30.055815087,3544579
c-py-dm-c,1.461524,7540240
c-py-dm-py,28.614660659,4823691
c-py-dm-stats,0,19980,20,0,19980,20,0
c-py-empty-c,1.460072,7230813
c-py-empty-py,30.809333271,4024953
c-py-dm-c,1.461431,7302617
c-py-dm-py,30.01352483,3420716
c-py-dm-stats,0,19980,20,0,19980,20,0
c-py-empty-c,1.461636,7510292
c-py-empty-py,29.759058649,4452929
c-py-dm-c,1.49706,7962542
c-py-dm-py,28.976216438,3852964
c-py-dm-stats,0,19980,20,0,19980,20,0
c-py-empty-c,1.467975,7407664
c-py-empty-py,30.070457773,3825500
c-py-dm-c,1.461409,7523079
c-py-dm-py,30.299877127,4202875
c-py-dm-stats,0,19980,20,0,19980,20,0
c-py-empty-c,1.46156,7465054
c-py-empty-py,30.633271353,3655855
c-py-dm-c,1.474376,7502768
c-py-dm-py,30.56456928,4318300
c-py-dm-stats,0,19980,20,0,19980,20,0
c-py-empty-c,1.459765,7487893
c-py-empty-py,29.934104074,3651389
c-py-dm-c,1.462108,7809176
c-py-dm-py,33.693921019,3558778
c-py-dm-stats,0,19980,20,0,19980,20,0
c-py-empty-c,1.507807,8292759
c-py-empty-py,29.348539517,2867901
c-py-dm-c,1.460853,7448678
c-py-dm-py,31.078468881,3485742
c-py-dm-stats,0,19980,20,0,19980,20,0
c-py-empty-c,1.487049,8562431
c-py-empty-py,29.754199152,4509530
c-py-dm-c,1.46323,7600446
c-py-dm-py,29.559333703,4049843
c-py-dm-stats,0,19980,20,0,19980,20,0
py-native,15.290452366
py-drio,30.708424941
py-py-empty,30.647163868,3873152
py-py-empty,29.792350352,2823732
py-py-dm,30.259365004,3643249
py-py-dm,30.294893846,4815436
py-py-dm-stats,0,19660,340,0,19660,340,0
py-native,15.222789128
py-drio,30.011567301
py-py-empty,29.037181987,3311198
py-py-empty,29.861179035,4540037
py-py-dm,29.91560407,3672511
py-py-dm,30.296146024,2865830
py-py-dm-stats,0,19630,370,0,19630,370,0
py-native,15.297639296
py-drio,30.35894044
py-py-empty,29.761794593,3371559
py-py-empty,30.55347791,4115477
py-py-dm,30.103274516,4041157
py-py-dm,30.503518683,4025797
py-py-dm-stats,0,19660,340,0,19660,340,0
py-native,15.275973882
py-drio,29.990502544
py-py-empty,30.803969299,3927765
py-py-empty,28.7883574,4041424
py-py-dm,29.772561718,3613192
py-py-dm,29.987804849,3776916
py-py-dm-stats,0,19492,508,0,19492,508,0
py-native,15.286539066
py-drio,30.049861181
py-py-empty,29.499360142,4265142
py-py-empty,30.196374518,3767531
py-py-dm,30.541496275,4394449
py-py-dm,29.584468116,4998991
py-py-dm-stats,0,19660,340,0,19660,340,0
py-native,15.224187217
py-drio,30.498062816
py-py-empty,30.931083534,3311339
py-py-empty,30.107950496,2979280
py-py-dm,30.469334507,4327263
py-py-dm,29.26530076,3031176
py-py-dm-stats,0,19401,599,0,19401,599,0
py-native,15.299612913
py-drio,30.84398279
py-py-empty,29.284238516,5020912
py-py-empty,30.245913817,3174365
py-py-dm,30.528046074,4054346
py-py-dm,30.018849701,4885458
py-py-dm-stats,0,19650,350,0,19650,350,0
py-native,15.293174856
py-drio,30.060535863
py-py-empty,30.395636691,4705699
py-py-empty,28.286694392,3854128
py-py-dm,30.211371832,3547639
py-py-dm,30.137402584,4106149
py-py-dm-stats,0,18997,1003,0,18997,1003,0
py-native,15.355982561
py-drio,30.304309394
py-py-empty,29.263356609,2921072
py-py-empty,29.954126127,4140947
py-py-dm,30.784807034,4297864
py-py-dm,29.674713926,2795412
py-py-dm-stats,0,19660,340,0,19660,340,0
py-native,15.23195936
py-drio,29.53191549
py-py-empty,30.323752268,4542595
py-py-empty,29.771680622,4221812
py-py-dm,30.256757402,4087457
py-py-dm,30.574368014,2510758
py-py-dm-stats,0,19660,340,0,19660,340,0
