c-native,0.397088
c-drio,0.362367
c-c-empty,0.373581,0
c-c-empty,0.379109,0
c-c-dm,0.373897,0
c-c-dm,0.373541,0
c-c-dm-stats,1134,8125,741,658,8601,741,0
c-c-dm-errs-good,0.382456,0
c-c-dm-errs-bad,0.374197,0
c-c-dm-errs-stats,96,9558,346,127,9527,346,35
c-native,0.399282
c-drio,0.36812
c-c-empty,0.373519,0
c-c-empty,0.373828,0
c-c-dm,0.384276,0
c-c-dm,0.373834,0
c-c-dm-stats,34,9579,387,712,8901,387,0
c-c-dm-errs-good,0.384477,0
c-c-dm-errs-bad,0.374598,0
c-c-dm-errs-stats,427,9237,336,389,9275,336,34
c-native,0.397693
c-drio,0.368124
c-c-empty,0.37362,0
c-c-empty,0.373526,0
c-c-dm,0.373676,0
c-c-dm,0.38449,0
c-c-dm-stats,275,9336,389,361,9250,389,0
c-c-dm-errs-good,0.373657,0
c-c-dm-errs-bad,0.374122,0
c-c-dm-errs-stats,488,9107,405,255,9340,405,41
c-native,0.397908
c-drio,0.368203
c-c-empty,0.384468,0
c-c-empty,0.384285,0
c-c-dm,0.37668,0
c-c-dm,0.376701,0
c-c-dm-stats,2976,5656,1368,1818,6814,1368,0
c-c-dm-errs-good,0.384504,0
c-c-dm-errs-bad,0.38515,0
c-c-dm-errs-stats,312,9338,350,202,9448,350,36
c-native,0.398284
c-drio,0.367931
c-c-empty,0.373693,0
c-c-empty,0.384306,0
c-c-dm,0.37373,0
c-c-dm,0.384339,0
c-c-dm-stats,629,8966,405,379,9216,405,0
c-c-dm-errs-good,0.376322,0
c-c-dm-errs-bad,0.384878,0
c-c-dm-errs-stats,557,9110,333,173,9494,333,33
c-native,0.39921
c-drio,0.367364
c-c-empty,0.373805,0
c-c-empty,0.373765,0
c-c-dm,0.384503,0
c-c-dm,0.37343,0
c-c-dm-stats,339,9294,367,78,9555,367,0
c-c-dm-errs-good,0.383786,0
c-c-dm-errs-bad,0.385111,0
c-c-dm-errs-stats,62,9579,359,233,9408,359,36
c-native,0.399495
c-drio,0.36821
c-c-empty,0.373489,0
c-c-empty,0.373801,0
c-c-dm,0.37366,0
c-c-dm,0.384814,0
c-c-dm-stats,613,9019,368,56,9576,368,0
c-c-dm-errs-good,0.3738,0
c-c-dm-errs-bad,0.379088,0
c-c-dm-errs-stats,303,9335,362,290,9348,362,36
c-native,0.39925
c-drio,0.357323
c-c-empty,0.384491,0
c-c-empty,0.373475,0
c-c-dm,0.373705,0
c-c-dm,0.374077,0
c-c-dm-stats,611,8909,480,0,9520,480,0
c-c-dm-errs-good,0.379605,0
c-c-dm-errs-bad,0.385191,0
c-c-dm-errs-stats,239,9336,425,488,9087,425,39
c-native,0.397166
c-drio,0.368056
c-c-empty,0.373687,0
c-c-empty,0.373499,0
c-c-dm,0.384415,0
c-c-dm,0.384239,0
c-c-dm-stats,521,8253,1226,1872,6902,1226,0
c-c-dm-errs-good,0.374042,0
c-c-dm-errs-bad,0.384624,0
c-c-dm-errs-stats,326,9349,325,180,9495,325,33
c-native,0.397549
c-drio,0.368089
c-c-empty,0.373935,0
c-c-empty,0.373586,0
c-c-dm,0.384457,0
c-c-dm,0.373822,0
c-c-dm-stats,408,9205,387,37,9576,387,0
c-c-dm-errs-good,0.373558,0
c-c-dm-errs-bad,0.374037,0
c-c-dm-errs-stats,337,9315,348,153,9499,348,35
c-py-empty-c,0.373814,0
c-py-empty-py,7.47609142,0
c-py-dm-c,0.384723,0
c-py-dm-py,7.496132107,0
c-py-dm-stats,0,9992,8,14,9978,8,0
c-py-empty-c,0.373941,0
c-py-empty-py,7.564619481,0
c-py-dm-c,0.375335,0
c-py-dm-py,7.172331172,0
c-py-dm-stats,0,9990,10,0,9990,10,0
c-py-empty-c,0.375981,0
c-py-empty-py,7.314566323,0
c-py-dm-c,0.373795,0
c-py-dm-py,7.658608891,0
c-py-dm-stats,0,9991,9,4,9987,9,0
c-py-empty-c,0.373826,0
c-py-empty-py,7.581628019,0
c-py-dm-c,0.374516,0
c-py-dm-py,7.40474011,0
c-py-dm-stats,0,9992,8,14,9978,8,0
c-py-empty-c,0.373599,0
c-py-empty-py,7.196209342,0
c-py-dm-c,0.381304,0
c-py-dm-py,7.860009753,0
c-py-dm-stats,0,9992,8,13,9979,8,0
c-py-empty-c,0.373883,0
c-py-empty-py,7.571405277,0
c-py-dm-c,0.373891,0
c-py-dm-py,7.470054203,0
c-py-dm-stats,0,9990,10,0,9990,10,0
c-py-empty-c,0.385524,0
c-py-empty-py,7.420301007,0
c-py-dm-c,0.384839,0
c-py-dm-py,7.609567725,0
c-py-dm-stats,0,9990,10,0,9990,10,0
c-py-empty-c,0.373879,0
c-py-empty-py,7.606524779,0
c-py-dm-c,0.373803,0
c-py-dm-py,7.5356246,0
c-py-dm-stats,3,9987,10,0,9990,10,0
c-py-empty-c,0.373744,0
c-py-empty-py,7.613958111,0
c-py-dm-c,0.373789,0
c-py-dm-py,7.523533875,0
c-py-dm-stats,0,9992,8,8,9984,8,0
c-py-empty-c,0.384653,0
c-py-empty-py,7.581542678,0
c-py-dm-c,0.381967,0
c-py-dm-py,7.646508927,0
c-py-dm-stats,0,9990,10,0,9990,10,0
py-native,3.844851075
py-drio,7.429273203
py-py-empty,7.564519372,0
py-py-empty,7.628258859,0
py-py-dm,7.642115429,0
py-py-dm,7.332540482,0
py-py-dm-stats,0,9840,160,0,9840,160,0
py-native,3.827138118
py-drio,7.676863173
py-py-empty,7.504641872,0
py-py-empty,7.75551502,0
py-py-dm,7.450983281,0
py-py-dm,7.411883547,0
py-py-dm-stats,45,9797,158,0,9842,158,0
py-native,3.829253184
py-drio,7.323535437
py-py-empty,7.665844431,0
py-py-empty,7.520287207,0
py-py-dm,7.697101523,0
py-py-dm,7.655592455,0
py-py-dm-stats,0,9840,160,0,9840,160,0
py-native,3.856752659
py-drio,7.511312176
py-py-empty,7.445564004,0
py-py-empty,7.872218106,0
py-py-dm,7.598157194,0
py-py-dm,7.531583581,0
py-py-dm-stats,0,9840,160,0,9840,160,0
py-native,3.850383221
py-drio,7.514458318
py-py-empty,7.68243902,0
py-py-empty,7.602271275,0
py-py-dm,7.601119084,0
py-py-dm,7.720115522,0
py-py-dm-stats,16,9824,160,0,9840,160,0
py-native,3.816057233
py-drio,7.561384904
py-py-empty,7.51719726,0
py-py-empty,7.534200672,0
py-py-dm,7.682757535,0
py-py-dm,7.642296334,0
py-py-dm-stats,0,9840,160,0,9840,160,0
py-native,3.827519933
py-drio,7.126666298
py-py-empty,7.60565556,0
py-py-empty,7.513023459,0
py-py-dm,7.682033465,0
py-py-dm,7.599678377,0
py-py-dm-stats,0,9840,160,0,9840,160,0
py-native,3.845050042
py-drio,7.558049206
py-py-empty,7.188527554,0
py-py-empty,7.779556803,0
py-py-dm,7.427053084,0
py-py-dm,7.512206976,0
py-py-dm-stats,0,9840,160,0,9840,160,0
py-native,3.891366325
py-drio,7.71300035
py-py-empty,7.568852243,0
py-py-empty,7.523863627,0
py-py-dm,7.411928437,0
py-py-dm,7.616900514,0
py-py-dm-stats,0,9840,160,0,9840,160,0
py-native,3.880918336
py-drio,7.530083611
py-py-empty,7.621660642,0
py-py-empty,7.518724767,0
py-py-dm,7.231235114,0
py-py-dm,7.331309671,0
py-py-dm-stats,170,9643,187,21,9792,187,0
