c-native,1.582401
c-drio,1.407128
c-c-empty,1.441063,0
c-c-empty,1.483528,0
c-c-dm,1.485942,0
c-c-dm,1.461597,0
c-c-dm-stats,7,16123,3870,0,16130,3870,0
c-c-dm-errs-good,1.441189,0
c-c-dm-errs-bad,1.442804,0
c-c-dm-errs-stats,0,19261,739,0,19261,739,74
c-native,1.582821
c-drio,1.408562
c-c-empty,1.443268,0
c-c-empty,1.440556,0
c-c-dm,1.442506,0
c-c-dm,1.440798,0
c-c-dm-stats,0,18813,1187,0,18813,1187,0
c-c-dm-errs-good,1.460653,0
c-c-dm-errs-bad,1.440911,0
c-c-dm-errs-stats,0,19270,730,0,19270,730,73
c-native,1.582294
c-drio,1.41104
c-c-empty,1.441465,0
c-c-empty,1.440193,0
c-c-dm,1.440331,0
c-c-dm,1.440852,0
c-c-dm-stats,0,16886,3114,20,16866,3114,0
c-c-dm-errs-good,1.441114,0
c-c-dm-errs-bad,1.440829,0
c-c-dm-errs-stats,0,18523,1477,0,18523,1477,145
c-native,1.583327
c-drio,1.433644
c-c-empty,1.45948,0
c-c-empty,1.44257,0
c-c-dm,1.442031,0
c-c-dm,1.440443,0
c-c-dm-stats,0,18721,1279,0,18721,1279,0
c-c-dm-errs-good,1.451551,0
c-c-dm-errs-bad,1.441817,0
c-c-dm-errs-stats,0,19300,700,0,19300,700,70
c-native,1.592352
c-drio,1.412508
c-c-empty,1.441017,0
c-c-empty,1.440189,0
c-c-dm,1.441851,0
c-c-dm,1.467257,0
c-c-dm-stats,0,18951,1049,0,18951,1049,0
c-c-dm-errs-good,1.442266,0
c-c-dm-errs-bad,1.488373,0
c-c-dm-errs-stats,0,19390,610,0,19390,610,61
c-native,1.58169
c-drio,1.406017
c-c-empty,1.440226,0
c-c-empty,1.440338,0
c-c-dm,1.440141,0
c-c-dm,1.449615,0
c-c-dm-stats,0,19280,720,0,19280,720,0
c-c-dm-errs-good,1.440115,0
c-c-dm-errs-bad,1.441236,0
c-c-dm-errs-stats,0,19167,833,0,19167,833,83
c-native,1.584741
c-drio,1.40857
c-c-empty,1.442477,0
c-c-empty,1.46925,0
c-c-dm,1.44026,0
c-c-dm,1.441802,0
c-c-dm-stats,0,19199,801,0,19199,801,0
c-c-dm-errs-good,1.442043,0
c-c-dm-errs-bad,1.443482,0
c-c-dm-errs-stats,0,19133,867,0,19133,867,86
c-native,1.587124
c-drio,1.407929
c-c-empty,1.442998,0
c-c-empty,1.440053,0
c-c-dm,1.454814,0
c-c-dm,1.441327,0
c-c-dm-stats,0,18904,1096,0,18904,1096,0
c-c-dm-errs-good,1.441354,0
c-c-dm-errs-bad,1.439704,0
c-c-dm-errs-stats,0,19172,828,0,19172,828,82
c-native,1.582572
c-drio,1.408564
c-c-empty,1.445444,0
c-c-empty,1.440414,0
c-c-dm,1.442664,0
c-c-dm,1.440709,0
c-c-dm-stats,0,17517,2483,0,17517,2483,0
c-c-dm-errs-good,1.448679,0
c-c-dm-errs-bad,1.442443,0
c-c-dm-errs-stats,0,19191,809,0,19191,809,81
c-native,1.583426
c-drio,1.426551
c-c-empty,1.440479,0
c-c-empty,1.44245,0
c-c-dm,1.441999,0
c-c-dm,1.443232,0
c-c-dm-stats,21,18998,981,0,19019,981,0
c-c-dm-errs-good,1.441037,0
c-c-dm-errs-bad,1.442461,0
c-c-dm-errs-stats,0,19257,743,0,19257,743,75
c-py-empty-c,1.440411,0
c-py-empty-py,30.174751051,0
c-py-dm-c,1.442625,0
c-py-dm-py,29.424782996,0
c-py-dm-stats,0,19980,20,0,19980,20,0
c-py-empty-c,1.440236,0
c-py-empty-py,30.141007991,0
c-py-dm-c,1.440549,0
c-py-dm-py,29.923028965,0
