c-native,0.39914
c-drio,0.357385
c-c-empty,0.375935,0
c-c-empty,0.373862,0
c-c-dm,0.373809,0
c-c-dm,0.383244,0
c-c-dm-stats,0,9263,737,0,9263,737,0
c-c-dm-errs-good,0.373637,0
c-c-dm-errs-bad,0.385287,0
c-c-dm-errs-stats,0,9670,330,0,9670,330,33
c-native,0.399246
c-drio,0.368845
c-c-empty,0.385064,0
c-c-empty,0.373726,0
c-c-dm,0.37382,0
c-c-dm,0.37675,0
c-c-dm-stats,0,9414,586,0,9414,586,0
c-c-dm-errs-good,0.384853,0
c-c-dm-errs-bad,0.374332,0
c-c-dm-errs-stats,0,9582,418,0,9582,418,41
c-native,0.397466
c-drio,0.358843
c-c-empty,0.373653,0
c-c-empty,0.373952,0
c-c-dm,0.373811,0
c-c-dm,0.373945,0
c-c-dm-stats,0,8789,1211,0,8789,1211,0
c-c-dm-errs-good,0.373797,0
c-c-dm-errs-bad,0.374375,0
c-c-dm-errs-stats,0,9596,404,0,9596,404,41
c-native,0.397954
c-drio,0.357283
c-c-empty,0.384237,0
c-c-empty,0.373527,0
c-c-dm,0.3736,0
c-c-dm,0.373678,0
c-c-dm-stats,0,7105,2895,0,7105,2895,0
c-c-dm-errs-good,0.375786,0
c-c-dm-errs-bad,0.375921,0
c-c-dm-errs-stats,0,8837,1163,0,8837,1163,115
c-native,0.3983
c-drio,0.357457
c-c-empty,0.374041,0
c-c-empty,0.374147,0
c-c-dm,0.375905,0
c-c-dm,0.375645,0
c-c-dm-stats,0,8178,1822,0,8178,1822,0
c-c-dm-errs-good,0.374005,0
c-c-dm-errs-bad,0.374557,0
c-c-dm-errs-stats,0,9514,486,0,9514,486,48
c-native,0.397209
c-drio,0.357429
c-c-empty,0.37399,0
c-c-empty,0.373702,0
c-c-dm,0.380792,0
c-c-dm,0.373592,0
c-c-dm-stats,0,9434,566,0,9434,566,0
c-c-dm-errs-good,0.384779,0
c-c-dm-errs-bad,0.374367,0
c-c-dm-errs-stats,0,9580,420,0,9580,420,42
c-native,0.39798
c-drio,0.366805
c-c-empty,0.377769,0
c-c-empty,0.373988,0
c-c-dm,0.384364,0
c-c-dm,0.374035,0
c-c-dm-stats,0,9575,425,0,9575,425,0
c-c-dm-errs-good,0.384705,0
c-c-dm-errs-bad,0.374691,0
c-c-dm-errs-stats,0,9588,412,0,9588,412,41
c-native,0.39798
c-drio,0.364015
c-c-empty,0.373893,0
c-c-empty,0.373796,0
c-c-dm,0.373893,0
c-c-dm,0.37392,0
c-c-dm-stats,0,7795,2205,0,7795,2205,0
c-c-dm-errs-good,0.376372,0
c-c-dm-errs-bad,0.374313,0
c-c-dm-errs-stats,0,9593,407,0,9593,407,41
c-native,0.399353
c-drio,0.368622
c-c-empty,0.376857,0
c-c-empty,0.374217,0
c-c-dm,0.37383,0
c-c-dm,0.374035,0
c-c-dm-stats,0,8767,1233,0,8767,1233,0
c-c-dm-errs-good,0.385002,0
c-c-dm-errs-bad,0.374326,0
c-c-dm-errs-stats,0,9477,523,0,9477,523,51
c-native,0.399676
c-drio,0.36146
c-c-empty,0.373626,0
c-c-empty,0.374059,0
c-c-dm,0.378175,0
c-c-dm,0.374052,0
c-c-dm-stats,0,9393,607,0,9393,607,0
c-c-dm-errs-good,0.373798,0
c-c-dm-errs-bad,0.38546,0
c-c-dm-errs-stats,0,9680,320,0,9680,320,32
c-py-empty-c,0.385053,0
c-py-empty-py,7.485479335,0
c-py-dm-c,0.376954,0
c-py-dm-py,7.693345778,0
c-py-dm-stats,0,9990,10,0,9990,10,0
c-py-empty-c,0.373831,0
c-py-empty-py,7.48559021,0
c-py-dm-c,0.374103,0
c-py-dm-py,7.508524686,0
c-py-dm-stats,0,9990,10,0,9990,10,0
c-py-empty-c,0.380599,0
c-py-empty-py,7.376834009,0
c-py-dm-c,0.373609,0
c-py-dm-py,7.501487962,0
c-py-dm-stats,0,9990,10,0,9990,10,0
c-py-empty-c,0.373881,0
c-py-empty-py,7.348975814,0
c-py-dm-c,0.373836,0
c-py-dm-py,7.72997964,0
c-py-dm-stats,0,9990,10,0,9990,10,0
c-py-empty-c,0.374047,0
c-py-empty-py,7.513141062,0
c-py-dm-c,0.378851,0
c-py-dm-py,7.607035371,0
c-py-dm-stats,0,9990,10,0,9990,10,0
c-py-empty-c,0.373928,0
c-py-empty-py,7.482752471,0
c-py-dm-c,0.373771,0
c-py-dm-py,7.802799013,0
c-py-dm-stats,0,9990,10,0,9990,10,0
c-py-empty-c,0.377212,0
c-py-empty-py,7.549927553,0
c-py-dm-c,0.379582,0
c-py-dm-py,7.742455519,0
c-py-dm-stats,0,9990,10,0,9990,10,0
c-py-empty-c,0.373781,0
c-py-empty-py,7.808505227,0
c-py-dm-c,0.384828,0
c-py-dm-py,7.453821948,0
c-py-dm-stats,0,9990,10,0,9990,10,0
c-py-empty-c,0.373986,0
c-py-empty-py,7.509396654,0
c-py-dm-c,0.374005,0
c-py-dm-py,7.633514648,0
c-py-dm-stats,0,9990,10,0,9990,10,0
c-py-empty-c,0.373734,0
c-py-empty-py,7.714838219,0
c-py-dm-c,0.385125,0
c-py-dm-py,7.50784993,0
c-py-dm-stats,0,9990,10,0,9990,10,0
py-native,3.851015207
py-drio,7.392780183
py-py-empty,7.317346976,0
py-py-empty,7.562728412,0
py-py-dm,7.64722125,0
py-py-dm,7.548423022,0
py-py-dm-stats,0,9811,189,0,9811,189,0
py-native,3.810867129
py-drio,7.728393297
py-py-empty,7.473272321,0
py-py-empty,7.135986103,0
py-py-dm,7.663996761,0
py-py-dm,7.433715102,0
py-py-dm-stats,0,9840,160,0,9840,160,0
py-native,3.859416016
py-drio,7.338505957
py-py-empty,7.553562565,0
py-py-empty,7.537640302,0
py-py-dm,7.582725659,0
py-py-dm,7.667398112,0
py-py-dm-stats,0,9830,170,0,9830,170,0
py-native,3.809108347
py-drio,7.360379521
py-py-empty,7.371329138,0
py-py-empty,7.68101004,0
py-py-dm,7.491093985,0
py-py-dm,7.608829452,0
py-py-dm-stats,0,9840,160,0,9840,160,0
py-native,3.822842338
py-drio,7.754876987
py-py-empty,7.646815864,0
py-py-empty,7.524522766,0
py-py-dm,7.473699195,0
py-py-dm,7.649972465,0
py-py-dm-stats,0,9840,160,0,9840,160,0
py-native,3.843431816
py-drio,7.516596507
py-py-empty,7.6694102,0
py-py-empty,7.560954568,0
py-py-dm,7.580421634,0
py-py-dm,7.417755178,0
py-py-dm-stats,0,9840,160,0,9840,160,0
py-native,3.832042367
py-drio,7.248207043
py-py-empty,7.609706924,0
py-py-empty,7.583114792,0
py-py-dm,7.482374153,0
py-py-dm,7.513358877,0
py-py-dm-stats,0,9784,216,0,9784,216,0
py-native,3.803628605
py-drio,7.486049108
py-py-empty,7.682546448,0
py-py-empty,7.447257203,0
py-py-dm,7.578016969,0
py-py-dm,7.610756677,0
py-py-dm-stats,0,9820,180,0,9820,180,0
py-native,3.82597818
py-drio,7.580250392
py-py-empty,7.569854606,0
py-py-empty,7.496099735,0
py-py-dm,7.597481492,0
py-py-dm,7.506319472,0
py-py-dm-stats,0,9785,215,0,9785,215,0
py-native,3.827208875
py-drio,7.508068079
py-py-empty,7.532498615,0
py-py-empty,7.585116829,0
py-py-dm,7.360473264,0
py-py-dm,7.426746322,0
py-py-dm-stats,0,9840,160,0,9840,160,0
