benchmark,tsan-races,tsan-usertime,tsan-systime,tsan-time,tsan-maxmem,helgrind-races,helgrind-usertime,helgrind-systime,helgrind-time,helgrind-maxmem,vamos-races,vamos-usertime,vamos-systime,vamos-time,vamos-maxmem,vamos-maxmem-mon,vamos-eventsnum,vamos-dropped,vamos-holes
safe005_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.01,0.52,18892,0,0.45,0.02,0.47,50252,0,0.0,0.0,0.16,1760,3372,62,0,0
safe005_tso.i , 0,0.0,0.0,0.52,18904,0,0.45,0.01,0.47,50244,0,0.0,0.0,0.16,1740,3428,33,0,0
safe006_power.oepc-thin000_power.oepc.i , 0,0.0,0.0,0.52,18924,0,0.45,0.01,0.46,50244,0,0.0,0.0,0.16,1812,3424,35,0,0
safe006_power.opt-thin000_power.opt.i , 0,0.0,0.0,0.52,19032,0,0.45,0.01,0.46,50244,0,0.0,0.0,0.16,1784,3528,37,0,0
safe006_pso.oepc_pso.opt_tso.oepc_tso.opt-thin000_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.52,18960,0,0.45,0.01,0.47,49820,0,0.0,0.0,0.16,1760,3408,19,0,0
safe006_rmo.oepc_rmo.opt-thin000_rmo.oepc_rmo.opt.i , 0,0.0,0.0,0.52,18836,0,0.45,0.01,0.47,50248,0,0.0,0.0,0.16,1760,3484,30,0,0
safe007_power.oepc-thin001_power.oepc.i , 0,0.0,0.01,0.52,19056,0,0.44,0.02,0.46,50524,0,0.0,0.0,0.16,1796,3432,48,0,0
safe007_power.opt-thin001_power.opt.i , 0,0.0,0.0,0.52,19088,0,0.44,0.02,0.47,50224,0,0.0,0.0,0.16,1772,3556,52,0,0
safe007_pso.oepc_pso.opt_tso.oepc_tso.opt-thin001_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.52,18844,0,0.45,0.01,0.47,49816,0,0.0,0.0,0.16,1792,3492,32,0,0
safe007_rmo.oepc_rmo.opt-thin001_rmo.oepc_rmo.opt.i , 0,0.0,0.0,0.52,18896,0,0.44,0.02,0.47,50524,0,0.0,0.0,0.16,1768,3432,43,0,0
safe008_power.oepc_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.0,0.52,18736,0,0.44,0.02,0.47,50528,0,0.0,0.0,0.16,1748,3452,59,0,0
safe008_power.opt.i , 0,0.01,0.0,0.52,18884,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1740,3448,75,0,0
safe008_tso.i , 0,0.0,0.01,0.52,18956,0,0.45,0.01,0.46,50244,0,0.0,0.0,0.16,1744,3420,31,0,0
safe009_power.oepc.i , 0,0.01,0.0,0.52,18964,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1804,3676,56,0,0
safe009_power.opt.i , 0,0.0,0.01,0.52,18968,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1672,3440,76,0,0
safe009_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.52,18884,0,0.45,0.01,0.46,50240,0,0.0,0.0,0.16,1916,3416,32,0,0
safe009_rmo.oepc.i , 0,0.0,0.0,0.52,18884,0,0.45,0.02,0.47,50528,0,0.0,0.0,0.16,1736,3432,51,0,0
safe009_rmo.opt.i , 0,0.0,0.01,0.51,19128,0,0.44,0.03,0.47,50532,0,0.0,0.0,0.16,1732,3428,59,0,0
safe010_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.0,0.52,18776,0,0.45,0.01,0.46,50240,0,0.0,0.0,0.16,1744,3524,36,0,0
safe010_tso.i , 0,0.0,0.01,0.52,19048,0,0.44,0.02,0.46,50244,0,0.0,0.0,0.16,1764,3512,18,0,0
safe011_power.oepc_pso.oepc_rmo.oepc_rmo.opt.i , 0,0.0,0.0,0.51,18984,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1788,3500,58,0,0
safe011_power.opt_pso.opt.i , 0,0.0,0.01,0.51,19084,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1676,3528,58,0,0
safe011_tso.i , 0,0.0,0.0,0.52,19084,0,0.44,0.02,0.46,50508,0,0.0,0.0,0.16,1768,3412,30,0,0
safe012_power.oepc.i , 0,0.0,0.01,0.52,18872,0,0.45,0.01,0.47,49820,0,0.0,0.0,0.16,1760,3612,48,0,0
safe012_power.opt.i , 0,0.0,0.01,0.52,19036,0,0.45,0.01,0.47,50224,0,0.0,0.0,0.16,1772,3504,52,0,0
safe012_pso.oepc_pso.opt_rmo.opt.i , 0,0.0,0.0,0.52,18928,0,0.44,0.01,0.46,50264,0,0.0,0.0,0.16,1732,3624,61,0,0
safe012_rmo.oepc.i , 0,0.0,0.01,0.52,18880,0,0.45,0.01,0.47,50244,0,0.0,0.0,0.16,1788,3532,43,0,0
safe012_tso.i , 0,0.0,0.0,0.52,19040,0,0.43,0.03,0.46,50244,0,0.0,0.0,0.16,1764,3424,32,0,0
safe013_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.01,0.0,0.52,18860,0,0.45,0.01,0.46,50524,0,0.0,0.0,0.16,1728,3620,62,0,0
safe013_tso.i , 0,0.0,0.01,0.52,19020,0,0.43,0.03,0.46,50508,0,0.0,0.0,0.16,1784,3528,33,0,0
safe014_power.oepc.i , 0,0.0,0.0,0.52,19008,0,0.44,0.02,0.47,50524,0,0.0,0.0,0.16,1768,3424,48,0,0
safe014_power.opt.i , 0,0.0,0.0,0.52,19036,0,0.45,0.01,0.47,50244,0,0.0,0.0,0.16,1756,3624,48,0,0
safe014_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.52,18840,0,0.44,0.02,0.46,50244,0,0.0,0.0,0.16,1676,3524,32,0,0
safe014_rmo.oepc.i , 0,0.0,0.0,0.51,19056,0,0.44,0.02,0.47,50240,0,0.0,0.0,0.16,1760,3616,43,0,0
safe014_rmo.opt.i , 0,0.0,0.0,0.52,18968,0,0.45,0.01,0.47,50244,0,0.0,0.0,0.16,1752,3536,49,0,0
safe015_power.oepc.i , 0,0.01,0.0,0.13,19644,0,0.47,0.0,0.6,50528,0,0.0,0.0,0.16,1852,3412,45,0,0
safe015_power.opt.i , 0,0.0,0.01,0.52,19140,0,0.45,0.01,0.47,50532,0,0.0,0.0,0.16,1796,3472,50,0,0
safe015_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.52,18884,0,0.44,0.01,0.46,50508,0,0.0,0.0,0.16,1908,3472,33,0,0
safe015_rmo.i , 0,0.0,0.0,0.52,18900,0,0.43,0.03,0.47,49800,0,0.0,0.0,0.16,1844,3536,50,0,0
safe016_power.oepc.i , 0,0.0,0.0,0.52,19044,0,0.44,0.02,0.46,49828,0,0.0,0.0,0.16,1760,3508,65,0,0
safe016_power.opt.i , 0,0.0,0.0,0.52,19044,0,0.44,0.02,0.47,50252,0,0.0,0.0,0.16,1680,3560,81,0,0
safe016_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.52,18896,0,0.44,0.02,0.46,50240,0,0.0,0.0,0.16,1676,3372,41,0,0
safe016_rmo.oepc.i , 0,0.0,0.0,0.52,19044,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1776,3684,60,0,0
safe016_rmo.opt.i , 0,0.0,0.0,0.52,19064,0,0.45,0.01,0.47,49812,0,0.0,0.0,0.16,1768,3440,76,0,0
safe017_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.0,0.51,18992,0,0.44,0.02,0.46,50248,0,0.0,0.0,0.17,1844,3432,55,0,0
safe017_tso.i , 0,0.0,0.0,0.52,18960,0,0.44,0.02,0.46,50240,0,0.0,0.0,0.16,1768,3484,27,0,0
safe018_power.oepc.i , 0,0.0,0.0,0.52,19096,0,0.45,0.02,0.47,50524,0,0.0,0.0,0.16,1912,3492,45,0,0
safe018_power.opt.i , 0,0.0,0.0,0.52,18992,0,0.45,0.01,0.46,50532,0,0.0,0.0,0.16,1844,3448,58,0,0
safe018_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.52,18852,0,0.45,0.01,0.46,50244,0,0.0,0.0,0.16,1792,3488,29,0,0
safe018_rmo.oepc.i , 0,0.0,0.0,0.52,19068,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1752,3484,40,0,0
safe018_rmo.opt.i , 0,0.0,0.0,0.51,18908,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1772,3484,46,0,0
safe019_power.oepc.i , 0,0.0,0.01,0.52,19112,0,0.44,0.03,0.47,50532,0,0.0,0.0,0.16,1744,3448,66,0,0
safe019_power.opt.i , 0,0.0,0.0,0.52,18972,0,0.45,0.01,0.47,49812,0,0.0,0.0,0.16,1796,3460,97,0,0
safe019_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.52,18984,0,0.45,0.01,0.47,50244,0,0.0,0.0,0.16,1808,3532,42,0,0
safe019_rmo.oepc.i , 0,0.0,0.0,0.52,18940,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1772,3384,61,0,0
safe019_rmo.opt.i , 0,0.0,0.0,0.52,19052,0,0.45,0.02,0.47,49812,0,0.0,0.0,0.16,1796,3636,78,0,0
safe020_power.i , 0,0.0,0.0,0.51,18892,0,0.45,0.02,0.47,50532,0,0.0,0.0,0.16,1740,3420,59,0,0
safe020_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.52,18980,0,0.44,0.02,0.46,50240,0,0.0,0.0,0.16,1788,3520,30,0,0
safe020_rmo.i , 0,0.0,0.0,0.52,19020,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1772,3436,47,0,0
safe021_power.oepc_pso.oepc_rmo.oepc_rmo.opt.i , 0,0.0,0.01,0.52,18936,0,0.45,0.01,0.47,50532,0,0.0,0.0,0.16,1920,3436,58,0,0
safe021_power.opt_pso.opt.i , 0,0.0,0.01,0.52,18956,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1764,3680,58,0,0
safe021_tso.i , 0,0.0,0.01,0.52,18892,0,0.43,0.03,0.46,50244,0,0.0,0.0,0.16,1796,3428,30,0,0
safe022_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.0,0.52,18784,0,0.44,0.02,0.47,50244,0,0.0,0.0,0.16,1900,3420,36,0,0
safe022_tso.i , 0,0.0,0.01,0.51,18936,0,0.44,0.02,0.47,50244,0,0.0,0.0,0.16,1832,3460,18,0,0
safe023_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.0,0.52,19000,0,0.44,0.02,0.46,50252,0,0.0,0.0,0.16,1672,3620,78,0,0
safe023_tso.i , 0,0.0,0.0,0.51,18908,0,0.44,0.02,0.47,50240,0,0.0,0.0,0.16,1840,3420,33,0,0
safe024_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.0,0.52,18960,0,0.44,0.03,0.47,50252,0,0.0,0.0,0.16,1784,3548,62,0,0
safe024_tso.i , 0,0.0,0.0,0.51,19072,0,0.44,0.02,0.47,50244,0,0.0,0.0,0.16,1776,3668,33,0,0
safe025_power.i , 0,0.0,0.0,0.13,19796,0,0.45,0.02,0.6,50528,0,0.0,0.0,0.16,1964,3420,45,0,0
safe025_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.52,19004,0,0.45,0.01,0.46,50508,0,0.0,0.0,0.16,1788,3668,33,0,0
safe025_rmo.i , 0,0.0,0.01,0.52,18848,0,0.45,0.02,0.47,50532,0,0.0,0.0,0.16,1772,3540,50,0,0
safe026_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.0,0.52,18888,0,0.44,0.02,0.47,50240,0,0.0,0.0,0.16,1668,3620,55,0,0
safe026_tso.i , 0,0.0,0.0,0.52,18820,0,0.45,0.02,0.47,50244,0,0.0,0.0,0.16,1840,3356,27,0,0
safe027_power.oepc.i , 0,0.0,0.0,0.52,18936,0,0.44,0.02,0.47,50528,0,0.0,0.0,0.16,1680,3556,68,0,0
safe027_power.opt.i , 0,0.0,0.01,0.52,19100,0,0.44,0.02,0.47,49808,0,0.0,0.0,0.16,1772,3468,98,0,0
safe027_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.01,0.0,0.52,18892,0,0.44,0.02,0.47,50244,0,0.0,0.0,0.16,1788,3496,43,0,0
safe027_rmo.i , 0,0.0,0.0,0.51,18904,0,0.44,0.02,0.46,50532,0,0.0,0.0,0.16,1776,3548,63,0,0
safe028_power.i , 0,0.0,0.01,0.51,18964,0,0.45,0.01,0.47,50532,0,0.0,0.0,0.16,1768,3452,59,0,0
safe028_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.52,18952,0,0.43,0.03,0.46,50240,0,0.0,0.0,0.16,1800,3420,30,0,0
safe028_rmo.i , 0,0.0,0.0,0.52,19012,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1744,3372,47,0,0
safe029_power.oepc_pso.oepc_rmo.oepc.i , 0,0.0,0.0,0.52,19028,0,0.45,0.02,0.47,50516,0,0.0,0.0,0.16,1752,3408,36,0,0
safe029_power.opt_pso.opt_rmo.opt.i , 0,0.0,0.0,0.51,18936,0,0.45,0.02,0.47,50268,0,0.0,0.0,0.16,1832,3596,26,0,0
safe029_tso.i , 0,0.0,0.0,0.52,18848,0,0.44,0.02,0.47,50244,0,0.0,0.0,0.16,1760,3464,18,0,0
safe030_power.oepc_pso.oepc_rmo.oepc.i , 0,0.0,0.0,0.52,18896,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1752,3492,58,0,0
safe030_power.opt_pso.opt_rmo.opt.i , 0,0.01,0.0,0.52,18912,0,0.43,0.03,0.47,50264,0,0.0,0.0,0.16,1796,3424,38,0,0
safe030_tso.i , 0,0.0,0.0,0.52,19084,0,0.45,0.01,0.46,50504,0,0.0,0.0,0.16,1760,3516,30,0,0
safe031_power.oepc_pso.oepc_rmo.oepc.i , 0,0.0,0.01,0.51,19016,0,0.44,0.02,0.46,50516,0,0.0,0.0,0.16,1796,3424,62,0,0
safe031_power.opt_pso.opt_rmo.opt.i , 0,0.0,0.01,0.52,18948,0,0.44,0.02,0.46,50516,0,0.0,0.0,0.16,1672,3532,41,0,0
safe031_tso.i , 0,0.0,0.0,0.52,19084,0,0.45,0.01,0.46,50508,0,0.0,0.0,0.16,1760,3512,33,0,0
safe032_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.0,0.52,18828,0,0.45,0.02,0.47,50244,0,0.0,0.0,0.16,1772,3432,70,0,0
safe032_tso.i , 0,0.0,0.0,0.52,18816,0,0.44,0.02,0.47,50244,0,0.0,0.0,0.16,1760,3416,36,0,0
safe033_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.0,0.52,18972,0,0.45,0.01,0.46,49828,0,0.0,0.0,0.16,1760,3412,30,0,0
safe033_tso.i , 0,0.0,0.0,0.52,19056,0,0.44,0.02,0.47,50240,0,0.0,0.0,0.16,1728,3408,21,0,0
safe034_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.0,0.52,18800,0,0.43,0.03,0.46,50244,0,0.0,0.0,0.16,1812,3620,45,0,0
safe034_tso.i , 0,0.0,0.01,0.51,18960,0,0.44,0.02,0.46,50512,0,0.0,0.0,0.16,1756,3600,36,0,0
safe035_power.i , 0,0.0,0.0,0.51,18972,0,0.44,0.03,0.47,50260,0,0.0,0.0,0.16,1744,3440,77,0,0
safe035_pso.oepc_pso.opt_rmo.oepc_rmo.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.51,18992,0,0.44,0.02,0.47,50244,0,0.0,0.0,0.16,1760,3484,36,0,0
safe036.i , 0,0.0,0.0,0.51,19008,0,0.45,0.02,0.47,50244,0,0.0,0.0,0.16,1724,3404,21,0,0
safe037.i , 0,0.0,0.0,0.51,19080,0,0.43,0.03,0.47,50240,0,0.0,0.0,0.16,1748,3516,36,0,0
safestack_relacy.i , 1,0.0,0.0,0.52,19296,2,0.43,0.03,0.47,50528,16,0.0,0.0,0.04,1740,3440,180,0,0
scull.i , 3,0.01,0.0,0.52,19520,16,0.44,0.02,0.47,50524,16,0.0,0.0,0.04,1740,3440,40,0,0
sigma-s.i , 0,0.0,0.0,0.01,18632,0,0.43,0.03,0.47,50244,0,0.0,0.0,0.04,1720,3664,14,0,0
singleton-b.i , 1,0.0,0.01,0.45,19648,2,0.44,0.03,0.47,49788,3,0.0,0.0,0.04,1776,3564,29,0,0
singleton.i , 0,0.0,0.0,0.01,18968,0,0.43,0.03,0.47,49788,0,0.0,0.0,0.04,1776,3604,37,0,0
singleton_with-uninit-problems-b.i , 1,0.0,0.0,0.45,19616,2,0.43,0.03,0.47,50532,3,0.0,0.0,0.04,1768,3684,29,0,0
singleton_with-uninit-problems.i , 0,0.0,0.01,0.01,19112,0,0.45,0.01,0.47,49812,0,0.0,0.0,0.04,1772,3492,37,0,0
stack-1.i , 0,0.0,0.0,0.01,18672,0,0.43,0.03,0.46,50260,0,0.0,0.0,0.04,1760,3524,56,0,0
stack-2.i , 0,0.0,0.0,0.01,18692,0,0.44,0.02,0.47,50244,0,0.0,0.0,0.04,1784,3604,66,0,0
stack_longer-1.i , 0,0.0,0.0,0.01,18880,0,0.46,0.02,0.48,50240,0,0.0,0.0,0.04,1744,4772,4806,487,2
stack_longer-2.i , 0,0.0,0.0,0.01,18984,0,0.43,0.04,0.48,50260,0,0.0,0.0,0.04,1744,4512,4006,0,0
stack_longest-1.i , 0,0.0,0.0,0.01,19052,0,0.46,0.02,0.49,50244,0,0.0,0.0,0.16,1736,3632,390,0,0
stack_longest-2.i , 0,0.0,0.0,0.01,19160,0,0.47,0.01,0.49,50260,0,0.0,0.0,0.04,1788,4548,8006,3308,3
stateful01-1.i , 0,0.0,0.0,0.13,19612,0,0.44,0.03,0.6,50516,0,0.0,0.0,0.16,1788,3416,22,0,0
stateful01-2.i , 0,0.0,0.01,0.01,18660,0,0.44,0.02,0.47,50516,0,0.0,0.0,0.04,1720,3408,21,0,0
szymanski-b.i , 2,0.0,0.0,0.52,19060,3,0.45,0.02,0.47,49788,12,0.0,0.0,0.04,1780,3408,16,0,0
thin002_power.oepc.i , 0,0.0,0.0,0.52,18936,0,0.45,0.02,0.47,50532,0,0.0,0.0,0.16,1756,3464,61,0,0
thin002_power.opt.i , 0,0.0,0.0,0.52,19104,0,0.44,0.02,0.47,49820,0,0.0,0.0,0.16,1792,3468,67,0,0
thin002_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.52,18912,0,0.44,0.02,0.47,50260,0,0.0,0.0,0.16,1816,3504,45,0,0
thin002_rmo.i , 0,0.0,0.0,0.51,18928,0,0.44,0.02,0.47,50260,0,0.0,0.0,0.16,1808,3460,44,0,0
time_var_mutex.i , 0,0.0,0.01,0.01,18664,0,0.45,0.01,0.46,50244,0,0.0,0.0,0.04,1808,3460,19,0,0
tls_basic.i , 0,0.0,0.0,0.01,18648,0,0.45,0.01,0.46,50516,0,0.0,0.0,0.04,1760,3280,11,0,0
tls_destructor_worker.i , 0,0.01,0.0,0.13,19524,0,0.45,0.01,0.59,50508,0,0.0,0.0,0.16,1664,3440,4,0,0
triangular-1.i , 0,0.0,0.0,0.52,19212,0,0.46,0.02,0.48,50512,0,0.0,0.0,0.04,1900,3640,28,0,0
triangular-2.i , 0,0.0,0.0,0.52,19356,0,0.47,0.01,0.48,50516,0,0.0,0.0,0.04,1892,3400,28,0,0
triangular-longer-1.i , 0,0.0,0.01,0.52,19396,0,0.46,0.02,0.48,50244,0,0.0,0.0,0.04,1888,3404,48,0,0
triangular-longer-2.i , 0,0.0,0.0,0.52,19388,0,0.45,0.03,0.48,50248,0,0.0,0.0,0.04,1876,3408,48,0,0
triangular-longest-1.i , 0,0.0,0.0,0.52,19328,0,0.45,0.02,0.48,50244,0,0.0,0.0,0.04,1900,3344,88,0,0
triangular-longest-2.i , 0,0.0,0.01,0.52,19420,0,0.45,0.03,0.48,50244,0,0.0,0.0,0.04,1980,3412,88,0,0
twostage_3-2.i , 1,0.0,0.0,0.52,19384,1,0.46,0.01,0.47,49812,1,0.0,0.0,0.04,1768,3456,52,0,0
twostage_3.i , 1,0.01,0.0,0.52,19504,1,0.45,0.02,0.47,49816,1,0.0,0.0,0.04,1736,3504,54,0,0
workstealqueue_mutex-1.i , 0,0.01,0.0,0.13,19796,0,0.46,0.02,0.6,50268,0,0.0,0.0,0.16,1844,3360,89,0,0
workstealqueue_mutex-2.i , 0,0.0,0.0,0.13,19756,0,0.45,0.02,0.6,50268,0,0.0,0.0,0.16,1804,3520,88,0,0
airline-10.i , 1,0.0,0.01,0.53,19460,1,0.45,0.01,0.47,50524,36,0.0,0.0,0.04,1812,3736,90,0,0
airline-15.i , 1,0.01,0.0,0.53,19704,1,0.45,0.02,0.47,50524,56,0.0,0.0,0.04,1836,3752,130,0,0
airline-20.i , 1,0.0,0.01,0.52,19612,2,0.46,0.02,0.48,50524,76,0.0,0.0,0.04,1956,3812,166,0,0
airline-25.i , 1,0.0,0.01,0.52,19860,2,0.46,0.02,0.48,50524,96,0.0,0.0,0.04,1916,4116,206,0,0
airline-5.i , 1,0.0,0.0,0.52,19536,1,0.44,0.02,0.47,50524,16,0.0,0.0,0.04,1740,3532,50,0,0
bigshot_p.i , 2,0.0,0.01,0.52,19092,2,0.44,0.02,0.46,50532,8,0.0,0.0,0.04,1752,3408,11,0,0
bigshot_s.i , 0,0.0,0.0,0.01,18632,0,0.45,0.01,0.46,50532,0,0.0,0.0,0.04,1724,3344,11,0,0
bigshot_s2.i , 0,0.0,0.0,0.01,18496,0,0.44,0.02,0.47,49784,0,0.0,0.0,0.04,1772,3412,11,0,0
circular_buffer_bad.i , 0,0.0,0.0,0.01,18712,0,0.44,0.02,0.46,50508,0,0.0,0.0,0.04,1768,3600,66,0,0
circular_buffer_ok.i , 0,0.01,0.0,0.01,18796,0,0.43,0.03,0.47,50244,0,0.0,0.0,0.04,1792,3424,68,0,0
condvar.i , 2,0.0,0.0,0.52,19204,1,0.43,0.03,0.47,49816,5,0.0,0.0,0.04,1708,3388,9,0,0
dekker-b.i , 2,0.0,0.0,0.51,19136,5,0.44,0.02,0.46,50524,16,0.0,0.0,0.04,1752,3464,17,0,0
dekker.i , 0,0.0,0.0,0.01,18724,0,0.44,0.02,0.47,49796,0,0.0,0.0,0.04,1896,3588,33,0,0
divinefifo-bug_1w1r.i , 15,0.0,0.01,0.53,19308,7,0.45,0.01,0.47,50256,428,0.0,0.0,0.04,1748,3532,761,0,0
divinefifo_1w1r.i , 15,0.01,0.0,0.53,19100,6,0.45,0.01,0.47,50260,404,0.0,0.0,0.04,1772,3592,755,0,0
elimination_backoff_stack.i , 0,0.0,0.0,0.13,19636,0,0.43,0.03,0.58,50268,0,0.0,0.0,0.16,1832,3496,34,0,0
fib_safe-12-racy.i , 2,0.0,0.01,0.52,19176,2,0.44,0.02,0.46,49820,8,0.0,0.0,0.04,1812,3516,75,0,0
fib_safe-12.i , 0,0.0,0.01,1.52,18896,0,0.44,0.02,0.46,50256,0,0.0,0.0,0.04,1808,3520,77,0,0
fib_unsafe-12-racy.i , 2,0.0,0.0,0.52,19084,2,0.45,0.01,0.47,49820,8,0.0,0.0,0.04,1728,3520,75,0,0
fib_unsafe-12.i , 0,0.0,0.01,0.52,18864,0,0.44,0.02,0.46,50264,0,0.0,0.0,0.04,1720,3392,77,0,0
fillarray.i , 0,0.0,0.01,0.01,18176,0,0.43,0.02,0.46,50240,0,0.0,0.0,0.04,1620,3536,1,0,0
fillarray1.i , 0,0.01,0.0,0.01,18048,0,0.44,0.02,0.46,50508,0,0.0,0.0,0.04,1568,3224,1,0,0
fk2012.i , 0,0.0,0.0,0.13,19740,TO,None,None,None,None,0,0.0,0.0,0.16,1700,3544,508,0,0
fkp2013-1.i , 1,0.0,0.01,0.52,19912,2,0.45,0.03,0.48,49804,200,0.0,0.0,0.04,2180,4428,102,0,0
fkp2013-2.i , 1,0.01,0.0,0.52,20012,2,0.45,0.03,0.48,49804,200,0.0,0.0,0.04,2132,4364,102,0,0
fkp2013_variant-1.i , 0,0.0,0.0,0.13,18996,0,0.43,0.01,0.57,50260,0,0.0,0.0,0.16,1592,3424,3,0,0
fkp2013_variant-2.i , 0,0.0,0.01,0.13,19100,0,0.43,0.01,0.57,50256,0,0.0,0.0,0.16,1596,3356,3,0,0
fkp2014.i , 0,0.0,0.01,0.13,19100,0,0.43,0.02,0.57,50244,0,0.0,0.0,0.16,1696,3344,1,0,0
floating_read-10.i , 1,0.0,0.01,0.52,19388,1,0.44,0.03,0.47,50508,16,0.0,0.0,0.04,1796,3792,64,0,0
floating_read-15.i , 1,0.0,0.01,0.52,19504,1,0.45,0.02,0.47,50508,16,0.0,0.0,0.04,1852,3732,94,0,0
floating_read-20.i , 1,0.01,0.0,0.52,19504,1,0.45,0.02,0.47,50504,16,0.0,0.0,0.04,1912,3968,124,0,0
floating_read-25.i , 1,0.0,0.01,0.52,19740,1,0.45,0.03,0.48,50508,16,0.0,0.0,0.04,1960,3920,154,0,0
floating_read-5.i , 1,0.0,0.01,0.52,19252,1,0.45,0.01,0.47,50248,16,0.0,0.0,0.04,1920,3460,34,0,0
indexer.i , 1,0.0,0.01,0.52,19892,1,0.47,0.02,0.5,50516,92,0.0,0.0,0.04,1896,3984,309,0,0
lamport-b.i , 3,0.0,0.0,0.52,19056,2,0.46,0.0,0.47,49788,16,0.0,0.0,0.04,1732,3408,16,0,0
lamport.i , 0,0.0,0.0,0.01,18732,0,0.44,0.02,0.47,50516,0,0.0,0.0,0.04,1904,3412,50,0,0
lazy01.i , 0,0.01,0.0,0.13,19780,0,0.44,0.03,0.6,50516,0,0.0,0.0,0.16,1840,3484,16,0,0
list1.i , 0,0.0,0.01,0.01,19072,0,0.47,0.02,0.49,49828,0,0.0,0.0,0.04,1876,3408,8,0,0
mix000.oepc.i , 0,0.0,0.0,0.51,18964,0,0.44,0.02,0.47,50528,0,0.0,0.0,0.16,1748,3672,51,0,0
mix000.opt.i , 0,0.0,0.01,0.52,18856,0,0.43,0.03,0.46,50268,0,0.0,0.0,0.16,1768,3492,32,0,0
mix001.oepc.i , 0,0.0,0.0,0.52,19088,0,0.44,0.02,0.47,49800,0,0.0,0.0,0.16,1788,3508,78,0,0
mix001.opt.i , 0,0.0,0.0,0.52,19052,0,0.43,0.03,0.47,50532,0,0.0,0.0,0.16,1756,3556,49,0,0
mix002.oepc.i , 0,0.0,0.0,0.52,19076,0,0.46,0.01,0.47,50532,0,0.0,0.0,0.16,1756,3452,71,0,0
mix002.opt.i , 0,0.0,0.01,0.52,19028,0,0.44,0.02,0.46,50528,0,0.0,0.0,0.16,1920,3428,52,0,0
mix003.oepc.i , 0,0.0,0.01,0.52,19072,0,0.42,0.03,0.46,50532,0,0.0,0.0,0.16,1752,3688,64,0,0
mix003_power.opt_pso.opt_rmo.opt_tso.opt.i , 0,0.0,0.0,0.52,18944,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1840,3544,45,0,0
mix004.oepc.i , 0,0.0,0.0,0.52,19000,0,0.43,0.03,0.47,50516,0,0.0,0.0,0.16,1832,3572,87,0,0
