benchmark,tsan-races,tsan-usertime,tsan-systime,tsan-time,tsan-maxmem,helgrind-races,helgrind-usertime,helgrind-systime,helgrind-time,helgrind-maxmem,vamos-races,vamos-usertime,vamos-systime,vamos-time,vamos-maxmem,vamos-eventsnum,vamos-dropped,vamos-holes
fib_safe-7.i , 0,0.0,0.0,0.17,21952,0,0.27,0.01,0.29,62640,2,0.0,0.0,0.04,1780,165,0,0
fib_safe-7.i , 0,0.0,0.0,0.14,22688,0,0.24,0.01,0.26,62120,2,0.0,0.0,0.04,3976,165,0,0
fib_safe-7.i , 0,0.0,0.0,0.15,22284,0,0.25,0.01,0.26,62120,2,0.0,0.0,0.04,1796,165,0,0
fib_safe-7.i , 0,0.0,0.0,0.14,22796,0,0.23,0.02,0.25,62120,2,0.0,0.0,0.04,1808,165,0,0
fib_safe-7.i , 0,0.0,0.0,1.14,23524,0,0.26,0.0,0.27,62640,2,0.0,0.0,0.04,1824,165,0,0
fib_safe-7.i , 0,0.0,0.0,1.15,22636,0,0.25,0.01,0.27,62640,2,0.0,0.0,0.04,1824,165,0,0
fib_safe-7.i , 0,0.0,0.0,0.14,23020,0,0.24,0.01,0.25,62120,0,0.0,0.0,0.04,1704,105,0,0
fib_safe-7.i , 0,0.0,0.0,0.15,22624,0,0.23,0.01,0.25,62120,2,0.0,0.0,0.04,1804,165,0,0
fib_safe-7.i , 0,0.0,0.0,0.14,22864,0,0.28,0.01,0.29,62640,0,0.0,0.0,0.04,1712,105,0,0
fib_unsafe-10-racy.i , 2,0.0,0.0,0.14,23372,2,0.24,0.01,0.25,61684,2,0.0,0.0,0.04,1812,225,0,0
fib_unsafe-10-racy.i , 2,0.0,0.0,0.14,23044,2,0.25,0.0,0.26,61684,2,0.0,0.0,0.04,1844,225,0,0
fib_unsafe-10-racy.i , 2,0.0,0.0,0.15,24156,2,0.24,0.0,0.25,61684,2,0.0,0.0,0.04,1844,225,0,0
fib_unsafe-10-racy.i , 2,0.0,0.0,0.14,23336,2,0.29,0.01,0.3,61684,2,0.0,0.0,0.04,1764,225,0,0
fib_unsafe-10-racy.i , 2,0.0,0.0,0.16,23396,2,0.24,0.02,0.27,62660,2,0.0,0.0,0.04,1764,225,0,0
fib_unsafe-10-racy.i , 2,0.0,0.0,0.16,23204,2,0.28,0.01,0.29,61684,2,0.0,0.0,0.04,1808,225,0,0
fib_unsafe-10-racy.i , 2,0.0,0.0,0.15,24296,2,0.28,0.01,0.29,61684,2,0.0,0.0,0.04,1820,225,0,0
fib_unsafe-10-racy.i , 2,0.0,0.0,0.15,23332,2,0.26,0.01,0.27,61684,2,0.0,0.0,0.04,1812,225,0,0
fib_unsafe-10-racy.i , 2,0.0,0.0,0.15,24264,2,0.26,0.01,0.27,61684,2,0.0,0.0,0.04,1960,225,0,0
fib_unsafe-10-racy.i , 2,0.0,0.0,0.14,23908,2,0.26,0.01,0.28,62664,2,0.0,0.0,0.04,1764,225,0,0
fib_unsafe-10.i , 0,0.0,0.0,0.15,22584,0,0.24,0.01,0.26,62136,2,0.0,0.0,0.04,1768,225,0,0
fib_unsafe-10.i , 0,0.0,0.01,1.16,22872,0,0.25,0.02,0.3,62132,2,0.0,0.0,0.04,1796,225,0,0
fib_unsafe-10.i , 0,0.0,0.0,1.16,22436,0,0.26,0.0,0.27,62136,2,0.0,0.0,0.04,1848,225,0,0
fib_unsafe-10.i , 0,0.0,0.0,1.15,22372,0,0.26,0.01,0.27,62132,2,0.0,0.0,0.04,1828,225,0,0
fib_unsafe-10.i , 0,0.0,0.0,0.15,22764,0,0.25,0.0,0.26,62136,2,0.0,0.0,0.04,1772,225,0,0
fib_unsafe-10.i , 0,0.0,0.01,1.16,22468,0,0.24,0.01,0.26,62136,2,0.0,0.0,0.04,3936,225,0,0
fib_unsafe-10.i , 0,0.0,0.0,1.15,23036,0,0.25,0.0,0.26,62696,2,0.0,0.0,0.04,1896,225,0,0
fib_unsafe-10.i , 0,0.0,0.0,1.14,23116,0,0.24,0.01,0.26,62140,2,0.0,0.0,0.04,1864,225,0,0
fib_unsafe-10.i , 0,0.0,0.0,1.16,22952,0,0.24,0.02,0.26,62132,2,0.0,0.0,0.04,1820,225,0,0
fib_unsafe-10.i , 0,0.0,0.01,1.16,22380,0,0.25,0.01,0.27,62136,2,0.0,0.0,0.04,1824,225,0,0
fib_unsafe-11-racy.i , 2,0.0,0.0,0.14,23548,2,0.24,0.01,0.26,61684,2,0.0,0.0,0.04,1812,245,0,0
fib_unsafe-11-racy.i , 2,0.0,0.0,0.16,23124,2,0.24,0.02,0.26,61684,1,0.0,0.0,0.04,1812,199,0,0
fib_unsafe-11-racy.i , 2,0.0,0.0,0.15,23484,2,0.24,0.02,0.26,61688,2,0.0,0.0,0.04,1776,245,0,0
fib_unsafe-11-racy.i , 2,0.0,0.0,0.15,23928,2,0.24,0.01,0.26,61684,2,0.0,0.0,0.04,1836,245,0,0
fib_unsafe-11-racy.i , 2,0.0,0.0,0.14,22780,2,0.25,0.0,0.26,61684,2,0.0,0.0,0.04,1840,245,0,0
fib_unsafe-11-racy.i , 2,0.0,0.0,0.15,23116,2,0.25,0.0,0.26,61684,2,0.0,0.0,0.04,1824,245,0,0
fib_unsafe-11-racy.i , 2,0.0,0.0,0.15,22732,2,0.24,0.01,0.26,61680,2,0.0,0.0,0.04,3804,245,0,0
fib_unsafe-11-racy.i , 2,0.0,0.0,0.14,24072,2,0.24,0.01,0.26,61684,2,0.0,0.0,0.04,3800,245,0,0
fib_unsafe-11-racy.i , 2,0.0,0.0,0.15,24180,2,0.25,0.01,0.26,61680,2,0.0,0.0,0.04,1784,245,0,0
fib_unsafe-11-racy.i , 2,0.0,0.0,0.15,23712,2,0.26,0.01,0.27,61684,2,0.0,0.0,0.04,1764,245,0,0
fib_unsafe-11.i , 0,0.0,0.0,1.16,22700,0,0.26,0.01,0.27,62136,2,0.0,0.0,0.04,1876,245,0,0
fib_unsafe-11.i , 0,0.0,0.0,1.15,23180,0,0.26,0.02,0.29,62132,2,0.0,0.0,0.04,3860,245,0,0
fib_unsafe-11.i , 0,0.0,0.0,1.16,22596,0,0.25,0.01,0.26,62136,2,0.0,0.0,0.04,1896,245,0,0
fib_unsafe-11.i , 0,0.0,0.01,1.16,22700,0,0.24,0.02,0.26,62136,2,0.0,0.0,0.04,1684,245,0,0
fib_unsafe-11.i , 0,0.0,0.0,1.16,23612,0,0.25,0.0,0.26,62136,2,0.0,0.0,0.04,1816,245,0,0
fib_unsafe-11.i , 0,0.0,0.0,1.15,22288,0,0.25,0.01,0.27,62136,2,0.0,0.0,0.04,1812,245,0,0
fib_unsafe-11.i , 0,0.0,0.0,1.17,23076,0,0.27,0.01,0.28,62136,1,0.0,0.0,0.04,1824,245,0,0
fib_unsafe-11.i , 0,0.0,0.0,0.16,22160,0,0.24,0.01,0.26,62132,2,0.0,0.0,0.04,1760,245,0,0
fib_unsafe-11.i , 0,0.0,0.0,1.15,22552,0,0.25,0.01,0.26,62132,1,0.0,0.0,0.04,1764,245,0,0
fib_unsafe-11.i , 0,0.0,0.0,1.16,22828,0,0.24,0.01,0.25,62136,2,0.0,0.0,0.04,1840,245,0,0
fib_unsafe-12-racy.i , 2,0.0,0.0,0.14,23568,2,0.24,0.01,0.25,61684,1,0.0,0.0,0.04,1784,265,0,0
fib_unsafe-12-racy.i , 2,0.0,0.0,0.14,23664,2,0.21,0.03,0.25,61684,2,0.0,0.0,0.04,1944,265,0,0
fib_unsafe-12-racy.i , 2,0.0,0.0,0.14,23440,2,0.23,0.02,0.26,61684,2,0.0,0.0,0.04,1824,265,0,0
fib_unsafe-12-racy.i , 2,0.0,0.0,0.14,24236,2,0.24,0.01,0.25,61684,2,0.0,0.0,0.04,1764,265,0,0
fib_unsafe-12-racy.i , 2,0.0,0.0,0.14,23396,2,0.24,0.01,0.25,61680,2,0.0,0.0,0.04,1840,265,0,0
fib_unsafe-12-racy.i , 2,0.0,0.0,0.14,23036,2,0.23,0.01,0.25,61684,2,0.0,0.0,0.04,1836,265,0,0
fib_unsafe-12-racy.i , 2,0.0,0.0,0.14,22920,2,0.23,0.01,0.27,62664,2,0.0,0.0,0.04,3856,265,0,0
fib_unsafe-12-racy.i , 2,0.0,0.0,0.14,23860,2,0.23,0.01,0.25,61684,2,0.0,0.0,0.04,1948,265,0,0
fib_unsafe-12-racy.i , 2,0.0,0.0,0.14,24244,2,0.24,0.0,0.25,61684,2,0.0,0.0,0.04,1944,265,0,0
fib_unsafe-12-racy.i , 2,0.0,0.0,0.15,23464,2,0.25,0.0,0.25,61684,2,0.0,0.0,0.04,1804,265,0,0
fib_unsafe-12.i , 0,0.0,0.0,0.14,23372,0,0.23,0.02,0.25,62136,2,0.0,0.0,0.04,1808,265,0,0
fib_unsafe-12.i , 0,0.0,0.0,1.14,23300,0,0.24,0.01,0.26,62136,2,0.0,0.0,0.04,3832,265,0,0
fib_unsafe-12.i , 0,0.0,0.01,1.14,22084,0,0.24,0.01,0.25,62136,2,0.0,0.0,0.04,1812,265,0,0
fib_unsafe-12.i , 0,0.0,0.0,0.14,22820,0,0.26,0.01,0.27,62700,2,0.0,0.0,0.04,1824,265,0,0
fib_unsafe-12.i , 0,0.0,0.0,1.14,23468,0,0.23,0.01,0.25,62136,2,0.0,0.0,0.04,1772,265,0,0
fib_unsafe-12.i , 0,0.0,0.0,1.15,22592,0,0.23,0.01,0.25,62136,2,0.0,0.0,0.04,3804,265,0,0
fib_unsafe-12.i , 0,0.0,0.01,1.16,22280,0,0.25,0.0,0.25,62136,2,0.0,0.0,0.04,1812,265,0,0
fib_unsafe-12.i , 0,0.0,0.0,0.14,23124,0,0.23,0.01,0.25,62136,2,0.0,0.0,0.04,1948,265,0,0
fib_unsafe-12.i , 0,0.0,0.0,1.14,23008,0,0.23,0.01,0.25,62136,2,0.0,0.0,0.04,1844,265,0,0
fib_unsafe-12.i , 0,0.0,0.01,1.14,22776,0,0.24,0.01,0.25,62136,2,0.0,0.0,0.04,1848,265,0,0
fib_unsafe-5-racy.i , 2,0.0,0.0,0.15,29740,2,0.26,0.0,0.27,64244,2,0.0,0.0,0.04,1776,125,0,0
fib_unsafe-5-racy.i , 2,0.0,0.0,0.14,26032,2,0.25,0.0,0.26,65260,2,0.0,0.0,0.04,1952,125,0,0
fib_unsafe-5-racy.i , 2,0.0,0.0,0.14,25324,2,0.25,0.01,0.28,65372,2,0.0,0.0,0.04,1796,125,0,0
fib_unsafe-5-racy.i , 2,0.0,0.0,0.14,25260,2,0.24,0.01,0.26,65300,2,0.0,0.0,0.04,1876,125,0,0
fib_unsafe-5-racy.i , 2,0.0,0.0,0.14,24968,2,0.23,0.02,0.26,65260,1,0.0,0.0,0.04,1856,125,0,0
fib_unsafe-5-racy.i , 2,0.0,0.0,0.15,25164,2,0.24,0.01,0.26,65264,2,0.0,0.0,0.04,3832,125,0,0
fib_unsafe-5-racy.i , 2,0.0,0.0,0.14,25804,2,0.24,0.01,0.26,64244,2,0.0,0.0,0.04,3832,125,0,0
fib_unsafe-5-racy.i , 2,0.0,0.0,0.14,26580,2,0.25,0.02,0.27,65260,2,0.0,0.0,0.04,3820,125,0,0
fib_unsafe-5-racy.i , 2,0.0,0.0,0.14,26504,2,0.25,0.01,0.28,65260,1,0.0,0.0,0.04,1812,125,0,0
fib_unsafe-5-racy.i , 2,0.0,0.0,0.14,26188,2,0.26,0.01,0.27,64244,2,0.0,0.0,0.04,3992,125,0,0
fib_unsafe-5.i , 0,0.0,0.0,0.14,22740,0,0.24,0.01,0.25,62120,2,0.0,0.0,0.04,1764,125,0,0
fib_unsafe-5.i , 0,0.0,0.0,0.14,21824,0,0.24,0.01,0.25,62120,2,0.0,0.0,0.04,1764,125,0,0
fib_unsafe-5.i , 0,0.0,0.0,0.14,22120,0,0.24,0.01,0.25,62120,2,0.0,0.0,0.04,1840,125,0,0
fib_unsafe-5.i , 0,0.0,0.0,0.14,22340,0,0.25,0.01,0.26,62120,1,0.0,0.0,0.04,3844,125,0,0
fib_unsafe-5.i , 0,0.0,0.0,0.14,22804,0,0.23,0.02,0.25,62116,2,0.0,0.0,0.04,1864,125,0,0
fib_unsafe-5.i , 0,0.0,0.0,0.14,22208,0,0.24,0.01,0.25,62120,1,0.0,0.0,0.04,3852,125,0,0
fib_unsafe-5.i , 0,0.0,0.0,0.14,22812,0,0.23,0.01,0.25,62120,2,0.0,0.0,0.04,3840,125,0,0
fib_unsafe-5.i , 0,0.0,0.0,0.14,23064,0,0.23,0.02,0.25,62120,2,0.0,0.0,0.04,1788,125,0,0
fib_unsafe-5.i , 0,0.0,0.0,0.14,22464,0,0.24,0.0,0.25,62120,2,0.0,0.0,0.04,1824,125,0,0
fib_unsafe-5.i , 0,0.0,0.0,0.14,23552,0,0.23,0.01,0.25,62116,2,0.0,0.0,0.04,1784,125,0,0
fib_unsafe-6-racy.i , 2,0.0,0.0,0.14,23792,2,0.23,0.02,0.25,61684,2,0.0,0.0,0.04,1784,145,0,0
fib_unsafe-6-racy.i , 2,0.0,0.0,0.14,23404,2,0.24,0.0,0.25,61684,2,0.0,0.0,0.04,1768,145,0,0
fib_unsafe-6-racy.i , 2,0.0,0.0,0.15,23512,2,0.23,0.01,0.25,61680,1,0.0,0.0,0.04,3880,145,0,0
fib_unsafe-6-racy.i , 2,0.0,0.0,0.14,23676,2,0.24,0.01,0.25,61684,2,0.0,0.0,0.04,1836,145,0,0
fib_unsafe-6-racy.i , 2,0.0,0.0,0.14,22900,2,0.23,0.01,0.25,61688,2,0.0,0.0,0.04,1824,145,0,0
fib_unsafe-6-racy.i , 2,0.0,0.0,0.14,24352,2,0.23,0.02,0.25,61680,2,0.0,0.0,0.04,1960,145,0,0
fib_unsafe-6-racy.i , 2,0.0,0.0,0.14,22632,2,0.24,0.01,0.25,61684,2,0.0,0.0,0.04,1712,145,0,0
fib_unsafe-6-racy.i , 2,0.0,0.0,0.16,23468,2,0.25,0.01,0.29,62660,2,0.0,0.0,0.04,1896,145,0,0
fib_unsafe-6-racy.i , 2,0.0,0.0,0.15,23268,2,0.26,0.01,0.27,61680,2,0.0,0.0,0.04,3792,145,0,0
fib_unsafe-6-racy.i , 2,0.0,0.0,0.14,23732,2,0.23,0.01,0.25,61684,2,0.0,0.0,0.04,1796,145,0,0
fib_unsafe-6.i , 0,0.0,0.0,0.14,23304,0,0.23,0.01,0.25,62120,2,0.0,0.0,0.04,1800,145,0,0
fib_unsafe-6.i , 0,0.0,0.0,0.14,23252,0,0.24,0.01,0.25,62120,2,0.0,0.0,0.04,3816,145,0,0
fib_unsafe-6.i , 0,0.0,0.0,0.14,22020,0,0.24,0.01,0.25,62116,2,0.0,0.0,0.04,1764,145,0,0
fib_unsafe-6.i , 0,0.0,0.0,0.14,23112,0,0.24,0.01,0.25,62124,2,0.0,0.0,0.04,3832,145,0,0
fib_unsafe-6.i , 0,0.0,0.0,0.14,22528,0,0.23,0.02,0.25,62120,2,0.0,0.0,0.04,1760,145,0,0
fib_unsafe-6.i , 0,0.0,0.0,0.14,22188,0,0.23,0.02,0.26,62120,1,0.0,0.0,0.04,1796,145,0,0
fib_unsafe-6.i , 0,0.0,0.0,0.14,23452,0,0.23,0.02,0.26,62120,1,0.0,0.0,0.04,1788,119,0,0
fib_unsafe-6.i , 0,0.0,0.0,0.15,23132,0,0.23,0.01,0.25,62120,2,0.0,0.0,0.04,1840,145,0,0
fib_unsafe-6.i , 0,0.0,0.0,0.14,22816,0,0.23,0.01,0.25,62120,2,0.0,0.0,0.04,1808,145,0,0
fib_unsafe-6.i , 0,0.0,0.0,0.14,23220,0,0.24,0.0,0.25,62120,2,0.0,0.0,0.04,1840,145,0,0
fib_unsafe-7-racy.i , 2,0.0,0.01,0.16,24280,2,0.24,0.01,0.25,61684,2,0.0,0.0,0.04,1844,165,0,0
fib_unsafe-7-racy.i , 2,0.0,0.0,0.14,24028,2,0.22,0.02,0.25,61684,2,0.0,0.0,0.04,1764,165,0,0
fib_unsafe-7-racy.i , 2,0.0,0.0,0.14,23452,2,0.24,0.0,0.25,61680,2,0.0,0.0,0.04,1828,165,0,0
fib_unsafe-7-racy.i , 2,0.0,0.0,0.14,23160,2,0.24,0.01,0.25,61680,2,0.0,0.0,0.04,1840,165,0,0
fib_unsafe-7-racy.i , 2,0.0,0.0,0.15,24212,2,0.24,0.01,0.25,61684,2,0.0,0.0,0.04,1960,165,0,0
fib_unsafe-7-racy.i , 2,0.0,0.0,0.14,22668,2,0.23,0.02,0.26,61684,8,0.0,0.0,0.04,1696,165,0,0
fib_unsafe-7-racy.i , 2,0.0,0.0,0.14,24368,2,0.24,0.01,0.25,61684,2,0.0,0.0,0.04,1960,165,0,0
fib_unsafe-7-racy.i , 2,0.0,0.0,0.14,22920,2,0.24,0.01,0.25,61684,2,0.0,0.0,0.04,1788,165,0,0
fib_unsafe-7-racy.i , 2,0.0,0.0,0.14,23436,2,0.24,0.0,0.25,61680,2,0.0,0.0,0.04,1788,165,0,0
fib_unsafe-7-racy.i , 2,0.0,0.0,0.14,24104,2,0.24,0.01,0.25,61684,2,0.0,0.0,0.04,1960,165,0,0
fib_unsafe-7.i , 0,0.0,0.0,0.14,22636,0,0.24,0.01,0.25,62120,2,0.0,0.0,0.04,1764,165,0,0
fib_unsafe-7.i , 0,0.0,0.0,1.14,23628,0,0.22,0.02,0.25,62120,2,0.0,0.0,0.04,3832,165,0,0
fib_unsafe-7.i , 0,0.0,0.0,0.14,22408,0,0.24,0.01,0.26,62124,2,0.0,0.0,0.04,1960,165,0,0
fib_unsafe-7.i , 0,0.0,0.0,0.14,22756,0,0.24,0.01,0.26,62120,2,0.0,0.0,0.04,1788,165,0,0
fib_unsafe-7.i , 0,0.0,0.0,1.14,22048,0,0.23,0.02,0.25,62120,2,0.0,0.0,0.04,1812,165,0,0
fib_unsafe-7.i , 0,0.0,0.0,1.14,22828,0,0.24,0.02,0.27,62120,2,0.0,0.0,0.04,1840,165,0,0
fib_unsafe-7.i , 0,0.0,0.0,0.14,23332,0,0.23,0.01,0.25,62120,2,0.0,0.0,0.04,3800,165,0,0
fib_unsafe-7.i , 0,0.0,0.0,1.16,24644,0,0.24,0.01,0.25,62120,2,0.0,0.0,0.04,1840,165,0,0
fib_unsafe-7.i , 0,0.0,0.0,0.14,23420,0,0.23,0.01,0.25,62120,2,0.0,0.0,0.04,1780,165,0,0
fib_unsafe-7.i , 0,0.0,0.0,1.14,23060,0,0.23,0.01,0.25,62120,2,0.0,0.0,0.04,1704,165,0,0
indexer.i , 1,0.0,0.01,0.14,30444,1,0.26,0.02,0.28,70568,12,0.0,0.0,0.04,4016,1176,0,0
indexer.i , 1,0.0,0.01,0.14,29848,1,0.25,0.01,0.27,69536,12,0.0,0.0,0.04,4008,1188,0,0
indexer.i , 1,0.0,0.01,0.14,29336,1,0.25,0.01,0.27,69536,12,0.0,0.0,0.04,4040,1176,0,0
indexer.i , 1,0.0,0.01,0.15,30560,1,0.26,0.01,0.27,70560,12,0.0,0.0,0.04,4076,1176,0,0
indexer.i , 1,0.0,0.01,0.15,30200,1,0.24,0.03,0.27,72608,12,0.0,0.0,0.04,2864,1176,0,0
indexer.i , 1,0.0,0.01,0.15,29544,1,0.27,0.0,0.28,70564,12,0.0,0.0,0.04,4012,1176,0,0
indexer.i , 1,0.0,0.01,0.14,29604,1,0.26,0.01,0.27,76696,12,0.0,0.0,0.04,4204,1176,0,0
indexer.i , 1,0.0,0.0,0.15,29844,1,0.25,0.02,0.28,82784,12,0.0,0.0,0.04,4032,1176,0,0
indexer.i , 1,0.0,0.01,0.14,28812,1,0.26,0.01,0.27,70568,12,0.0,0.0,0.04,4192,1188,0,0
indexer.i , 1,0.0,0.01,0.14,29324,1,0.24,0.02,0.27,70496,12,0.0,0.0,0.04,4320,1188,0,0
queue.i , 0,0.0,0.0,0.0,24620,0,0.25,0.0,0.25,62924,0,0.0,0.0,0.04,1836,156,0,0
queue.i , 0,0.0,0.0,0.0,24208,0,0.24,0.0,0.25,62924,0,0.0,0.0,0.04,2740,156,0,0
queue.i , 0,0.0,0.0,0.0,23760,0,0.24,0.01,0.25,62920,0,0.0,0.0,0.04,1844,156,0,0
queue.i , 0,0.0,0.0,0.0,23620,0,0.24,0.01,0.26,62924,0,0.0,0.0,0.04,1888,148,0,0
queue.i , 0,0.0,0.0,0.0,25036,0,0.25,0.01,0.26,62924,0,0.0,0.0,0.04,1860,156,0,0
queue.i , 0,0.0,0.0,0.0,24712,0,0.25,0.01,0.26,62924,0,0.0,0.0,0.04,2744,156,0,0
queue.i , 0,0.0,0.0,0.0,24604,0,0.24,0.01,0.26,62924,0,0.0,0.0,0.04,2804,156,0,0
queue.i , 0,0.0,0.0,0.0,24848,0,0.24,0.0,0.26,62924,0,0.0,0.0,0.04,1812,156,0,0
queue.i , 0,0.0,0.0,0.0,23568,0,0.25,0.01,0.26,62928,0,0.0,0.0,0.04,1812,156,0,0
queue.i , 0,0.0,0.0,0.0,24756,0,0.24,0.01,0.25,62928,0,0.0,0.0,0.04,1860,148,0,0
queue_longer.i , 0,0.0,0.0,0.0,24608,0,0.23,0.02,0.26,67036,18,0.0,0.0,0.04,1808,2628,2158,2
queue_longer.i , 0,0.0,0.0,0.0,23948,0,0.24,0.02,0.26,67032,13,0.0,0.0,0.04,1792,2676,2328,2
queue_longer.i , 0,0.0,0.0,0.0,24224,0,0.25,0.01,0.26,67032,0,0.0,0.0,0.04,1812,2612,3140,2
queue_longer.i , 0,0.0,0.0,0.0,24760,0,0.25,0.01,0.26,67032,5,0.0,0.0,0.04,1820,2548,2374,2
queue_longer.i , 0,0.0,0.0,0.0,23924,0,0.25,0.0,0.26,67028,11,0.0,0.0,0.04,1956,2628,2158,2
queue_longer.i , 0,0.0,0.0,0.0,24216,0,0.24,0.01,0.26,67028,13,0.0,0.0,0.04,1956,2612,2126,2
queue_longer.i , 0,0.0,0.0,0.0,23868,0,0.24,0.01,0.26,67032,9,0.0,0.0,0.04,1856,2596,2094,2
queue_longer.i , 0,0.0,0.0,0.0,24252,0,0.24,0.01,0.26,67028,9,0.0,0.0,0.04,1776,2644,2400,2
queue_longer.i , 0,0.0,0.0,0.0,25128,0,0.25,0.0,0.26,67028,0,0.0,0.0,0.04,1960,2852,2924,2
queue_longer.i , 0,0.0,0.0,0.0,25112,0,0.25,0.01,0.26,67032,15,0.0,0.0,0.04,1820,2660,2222,2
queue_longest.i , 0,0.0,0.01,0.0,23960,0,0.26,0.0,0.26,67028,13,0.0,0.0,0.04,1808,5652,8318,2
queue_longest.i , 0,0.0,0.0,0.0,26244,0,0.24,0.02,0.26,67028,7,0.0,0.0,0.04,1824,5620,6968,3
queue_longest.i , 0,0.0,0.0,0.0,30052,0,0.24,0.02,0.26,67028,0,0.0,0.0,0.04,1796,4996,7026,3
queue_longest.i , 0,0.0,0.0,0.0,23564,0,0.26,0.01,0.27,67028,9,0.0,0.0,0.04,1812,5140,6207,4
queue_longest.i , 0,0.0,0.0,0.0,25188,0,0.24,0.02,0.27,67028,20,0.0,0.0,0.04,1824,5892,8792,2
queue_longest.i , 0,0.0,0.0,0.0,24580,0,0.25,0.01,0.26,67024,1,0.0,0.0,0.04,1808,5684,7026,3
queue_longest.i , 0,0.0,0.0,0.0,24564,0,0.25,0.01,0.27,67028,17,0.0,0.0,0.04,1804,6036,8974,2
queue_longest.i , 0,0.0,0.0,0.0,25236,0,0.25,0.0,0.26,67028,22,0.0,0.0,0.04,1812,5924,6815,2
queue_longest.i , 0,0.0,0.0,0.0,24184,0,0.24,0.02,0.26,67028,5,0.0,0.0,0.04,1956,5428,6398,3
queue_longest.i , 0,0.0,0.0,0.0,24300,0,0.24,0.02,0.26,67028,25,0.0,0.0,0.04,1840,5836,6218,2
queue_ok.i , 0,0.0,0.0,0.0,26272,0,0.24,0.01,0.26,61908,0,0.0,0.0,0.04,2808,303,0,0
queue_ok.i , 0,0.0,0.0,0.0,23940,0,0.24,0.01,0.26,61912,0,0.0,0.0,0.04,1824,303,0,0
queue_ok.i , 0,0.0,0.0,0.0,24912,0,0.24,0.01,0.25,61912,0,0.0,0.0,0.04,1796,303,0,0
queue_ok.i , 0,0.0,0.0,0.0,24132,0,0.24,0.01,0.25,61912,0,0.0,0.0,0.04,1808,303,0,0
queue_ok.i , 0,0.0,0.0,0.0,25056,0,0.25,0.0,0.26,61912,0,0.0,0.0,0.04,2748,303,0,0
queue_ok.i , 0,0.0,0.0,0.0,24768,0,0.25,0.0,0.26,61912,0,0.0,0.0,0.04,1776,303,0,0
queue_ok.i , 0,0.0,0.0,0.0,24476,0,0.24,0.01,0.26,61912,0,0.0,0.0,0.04,1792,303,0,0
queue_ok.i , 0,0.0,0.0,0.0,24580,0,0.24,0.01,0.26,61912,0,0.0,0.0,0.04,1800,303,0,0
queue_ok.i , 0,0.0,0.0,0.0,24488,0,0.24,0.01,0.26,61912,0,0.0,0.0,0.04,1844,303,0,0
queue_ok.i , 0,0.0,0.0,0.0,25072,0,0.23,0.01,0.25,61912,0,0.0,0.0,0.04,1780,303,0,0
queue_ok_longer.i , 0,0.0,0.0,0.0,24168,0,0.25,0.0,0.26,62128,0,0.0,0.0,0.04,1804,5623,9162,2
queue_ok_longer.i , 0,0.0,0.0,0.0,25268,0,0.23,0.02,0.26,62128,0,0.0,0.0,0.04,1888,5623,9144,2
queue_ok_longer.i , 0,0.0,0.0,0.0,23772,0,0.24,0.01,0.26,62128,0,0.0,0.0,0.04,1800,5623,9142,2
queue_ok_longer.i , 0,0.0,0.0,0.0,23792,0,0.24,0.01,0.25,62128,0,0.0,0.0,0.04,1808,5623,9158,2
queue_ok_longer.i , 0,0.0,0.0,0.0,24720,0,0.24,0.01,0.26,62128,0,0.0,0.0,0.04,1824,5623,9162,2
queue_ok_longer.i , 0,0.0,0.0,0.0,23764,0,0.24,0.01,0.26,62124,0,0.0,0.0,0.04,1860,5623,9148,2
queue_ok_longer.i , 0,0.0,0.0,0.0,23980,0,0.25,0.01,0.26,62124,0,0.0,0.0,0.04,1956,5623,9172,2
queue_ok_longer.i , 0,0.0,0.0,0.0,24968,0,0.25,0.01,0.26,62128,0,0.0,0.0,0.04,1952,5623,9162,2
queue_ok_longer.i , 0,0.0,0.0,0.0,23624,0,0.24,0.01,0.26,62128,0,0.0,0.0,0.04,1836,5623,9142,2
queue_ok_longer.i , 0,0.0,0.0,0.0,23796,0,0.25,0.0,0.26,62128,0,0.0,0.0,0.04,1804,5623,9148,2
queue_ok_longest.i , 0,0.0,0.0,0.0,25056,0,0.24,0.01,0.26,62128,0,0.0,0.0,0.04,1840,11223,20372,2
queue_ok_longest.i , 0,0.0,0.0,0.0,23880,0,0.25,0.0,0.26,62128,0,0.0,0.0,0.04,1792,11223,20362,2
queue_ok_longest.i , 0,0.0,0.0,0.0,24656,0,0.25,0.01,0.26,62132,0,0.0,0.0,0.04,1832,11223,20372,2
queue_ok_longest.i , 0,0.0,0.0,0.0,25304,0,0.26,0.0,0.26,62132,0,0.0,0.0,0.04,1844,11223,20362,2
queue_ok_longest.i , 0,0.0,0.0,0.0,25160,0,0.25,0.02,0.27,63004,0,0.0,0.0,0.04,1792,11223,20362,2
queue_ok_longest.i , 0,0.0,0.0,0.0,24296,0,0.23,0.02,0.26,62128,0,0.0,0.0,0.04,1780,11223,20356,2
queue_ok_longest.i , 0,0.0,0.0,0.0,24212,0,0.26,0.01,0.27,62128,0,0.0,0.0,0.04,1868,11223,20362,2
queue_ok_longest.i , 0,0.0,0.0,0.0,24448,0,0.26,0.0,0.27,62128,0,0.0,0.0,0.04,1796,11223,19516,3
queue_ok_longest.i , 0,0.0,0.0,0.0,29664,0,0.23,0.02,0.28,62128,0,0.0,0.0,0.04,1844,4821,8586,1
