90,16,0,9991024,8976,62,2.6085277799866162
100,16,0,9992198,7802,46,2.9092571120127104
200,16,0,9990820,9180,77,4.710896374017466
0,32,44897500,4081804,5918196,950600,1.7046679069753736
10,32,24128047,3278020,6721980,866505,1.7074726840364747
20,32,5421827,2705013,7294987,853748,1.4074523819726892
30,32,1441412,3795632,6204368,960443,1.7077967780060135
40,32,0,5298909,4701091,1369594,2.0078226850018837
50,32,0,5273528,4726472,1370322,2.0080019810120575
60,32,0,7717499,2282501,871983,2.3082381489803083
70,32,0,8192883,1807117,916684,2.3083374180132523
80,32,0,9994726,5274,87,2.608842507004738
90,32,0,9992545,7455,703,2.608589117997326
100,32,0,9994662,5338,22,2.908780828991439
200,32,0,9992804,7196,72,4.710813170007896
0,64,51472186,5765914,4234086,892609,2.0050573230255395
10,64,34247095,4677737,5322263,924360,1.7074591160053387
20,64,19628581,5147480,4852520,907977,1.7076894239871763
30,64,13555,3400908,6599092,990572,1.7078586430288851
40,64,0,5343189,4656811,1227631,2.008126111002639
50,64,0,6018188,3981812,1285567,2.0077364209573716
60,64,0,7065881,2934119,1216956,2.0080534130102023
70,64,0,9204936,795064,424059,2.308479215018451
80,64,0,9993665,6335,69,2.608730418025516
90,64,0,9996109,3891,55,2.6084883789881133
100,64,0,9995359,4641,28,2.9088417909806594
200,64,0,9994417,5583,60,4.710957196017262
0,128,34502493,4159487,5840513,964110,1.7046482170117088
10,128,26592852,4034147,5965853,946191,1.7077492629759945
20,128,2448241,3794384,6205616,923482,1.707778791023884
30,128,681,3772530,6227470,1025134,1.7074781589908525
40,128,0,5218642,4781358,1405468,2.008228015038185
50,128,0,6271440,3728560,1287977,2.008090813003946
60,128,0,7710880,2289120,1009480,2.308293398004025
70,128,0,9988558,11442,4460,2.3085224319947883
80,128,0,9993949,6051,30,2.608649094006978
90,128,0,9995789,4211,13,2.608533544000238
100,128,0,9994484,5516,23,2.9091681680292822
200,128,0,9997710,2290,56,4.710719213995617
0,256,33638435,4208500,5791500,990452,1.704568281013053
10,256,14663709,2627038,7372962,858675,1.4070969879976474
20,256,7668458,4383830,5616170,947390,1.7075293739908375
30,256,0,3623150,6376850,1089298,1.707677476981189
40,256,0,6385410,3614590,1274509,2.00759306299733
50,256,0,6182582,3817418,1223668,2.0077458119485527
60,256,0,8246765,1753235,869708,2.30822252901271
70,256,0,9887451,112549,65895,2.3085270180017687
80,256,0,9995824,4176,20,2.6084634800208732
90,256,0,9997936,2064,13,2.6088393079699017
100,256,0,9998223,1777,20,2.909258130006492
200,256,0,9999575,425,10,4.711068540986162
0,512,38409596,4128403,5871597,981056,1.704598244978115
10,512,17393026,3556675,6443325,967039,1.707458405988291
20,512,4946,2531235,7468765,900196,1.4073131480254233
30,512,0,4019993,5980007,1110155,1.7076631410163827
40,512,0,4962878,5037122,1565900,2.008044913003687
50,512,0,6724241,3275759,1215751,2.0075824160012417
60,512,0,8173013,1826987,883491,2.3081156740081497
70,512,0,9998762,1238,23,2.3081527500180528
80,512,0,9999730,270,2,2.6083989089820534
90,512,0,9999175,825,4,2.6084242470096797
100,512,0,9999769,231,5,2.909118406008929
200,512,0,10000000,0,0,4.710802631045226
0,1024,32451694,4252561,5747439,997302,1.704660799994599
10,1024,23031322,3901386,6098614,945059,1.7077131459955126
20,1024,545193,2879667,7120333,954055,1.4072786050383002
30,1024,0,4087773,5912227,1180728,1.7074678049539216
40,1024,0,6876437,3123563,1142267,2.0081602450227365
50,1024,0,6196400,3803600,1334904,2.0080634559853934
60,1024,0,7589723,2410277,1131770,2.0078136670053937
70,1024,0,9977201,22799,13107,2.3083530089934357
80,1024,0,10000000,0,0,2.6085327159962617
90,1024,0,10000000,0,0,2.608676463016309
100,1024,0,10000000,0,0,2.908585202996619
200,1024,0,10000000,0,0,4.71070635295473
0,4,84078587,4716837,5283163,966418,2.0051816269988194
10,4,20159939,2251927,7748073,793637,1.4069902499904856
20,4,1179187,1886486,8113514,681404,1.4073017180198804
30,4,914723,2932637,7067363,1020930,1.7078700150013901
40,4,135753,3997707,6002293,1280609,2.0080643970286474
50,4,64342,4124731,5875269,1271706,2.0077200870146044
60,4,0,4717664,5282336,1504984,2.007641970005352
70,4,17932,5493566,4506434,1588925,2.3081773690064438
80,4,0,8080246,1919754,1119524,2.608830743993167
90,4,0,8199921,1800079,1039636,2.6084084379835986
100,4,0,9861965,138035,97345,2.908747033972759
200,4,0,9990030,9970,207,4.710880012018606
0,8,39008847,3612622,6387378,959411,1.7045815019519068
10,8,40931947,3994552,6005448,939241,1.7074260200024582
20,8,8011643,2975498,7024502,897567,1.707215400005225
30,8,4382170,3396724,6603276,1053441,1.7077762110275216
40,8,7509,5088731,4911269,1369359,2.0081670000217855
50,8,0,4781821,5218179,1443794,2.0077441630419344
60,8,103883,5936030,4063970,1244451,2.00768328004051
70,8,0,6999461,3000539,1331837,2.308108691999223
80,8,0,9850691,149309,69372,2.6087713760207407
90,8,0,9976980,23020,12597,2.6084924709866755
100,8,0,9993968,6032,163,2.9089001800166443
200,8,0,9991620,8380,120,4.7108570470009
0,16,50665256,4769003,5230997,944750,1.704662370029837
10,16,20991468,3097370,6902630,888394,1.4071142229950055
20,16,17743988,3843278,6156722,935133,1.7078063439694233
30,16,1862550,3545825,6454175,1054512,1.7077182709472254
40,16,0,4988464,5011536,1470751,2.008176203002222
50,16,279025,4818851,5181149,1348361,2.0078257570276037
60,16,0,5990687,4009313,1458358,2.00822437601164
70,16,0,7514692,2485308,1288573,2.3084901909460314
80,16,0,9956095,43905,14444,2.6088467789813876
90,16,0,9979523,20477,9964,2.6083107940503396
100,16,0,9992186,7814,35,2.9092483280110173
200,16,0,9992042,7958,100,4.71093549503712
0,32,56926189,5389699,4610301,850120,2.00510570500046
10,32,16939059,3419456,6580544,905529,1.7078579159569927
20,32,5434756,3230920,6769080,879646,1.7074233050225303
30,32,4314357,3272656,6727344,947375,1.707847083976958
40,32,928405,5261244,4738756,1118319,2.0082332239835523
50,32,0,5699839,4300161,1225521,2.008212568005547
60,32,592813,7002974,2997026,984516,2.308434240054339
70,32,0,7690743,2309257,1082922,2.3081569810165092
80,32,0,9993288,6712,136,2.6084512610104866
90,32,0,9991863,8137,44,2.6088444410124794
100,32,0,9993839,6161,29,2.908799947006628
200,32,0,9991131,8869,87,4.710874176002108
0,64,31575733,4281810,5718190,921748,1.7047755609964952
10,64,30767017,3716053,6283947,932588,1.7074129130342044
20,64,11828431,4794176,5205824,926966,1.7075629149912857
30,64,146241,4350671,5649329,991169,1.707781077013351
40,64,0,6406710,3593290,1113557,2.0080598309868947
50,64,0,5049459,4950541,1290135,2.008044172951486
60,64,0,7578512,2421488,1030325,2.308181435044389
70,64,0,8822685,1177315,601239,2.3084579540300183
80,64,0,9993992,6008,15,2.6088671069592237
90,64,0,9991985,8015,105,2.6087234599981457
100,64,0,9994754,5246,20,2.908927495998796
200,64,0,9994800,5200,59,4.711006655008532
0,128,32052993,3378256,6621744,887157,1.4039649209589697
10,128,20591516,3094599,6905401,901536,1.4068921110010706
20,128,102446,2899394,7100606,986685,1.4070976889925078
30,128,0,3931262,6068738,1134283,1.707613549020607
40,128,0,6107794,3892206,1290093,2.008313570986502
50,128,0,5369539,4630461,1361993,2.0081970900064334
60,128,0,7616318,2383682,1082730,2.308181291038636
70,128,0,9987881,12119,4281,2.3084201510064304
80,128,0,9996231,3769,53,2.6084933469537646
90,128,0,9994089,5911,22,2.6085311510250904
100,128,0,9996202,3798,49,2.908829549967777
200,128,0,9996519,3481,66,4.711051050981041
0,256,32651106,4551437,5448563,939752,1.7046668429975398
10,256,22120613,4176701,5823299,962583,1.7078179700183682
20,256,160843,2212585,7787415,808710,1.4075300940312445
30,256,0,3816774,6183226,1149127,1.7077694300096482
40,256,0,5572575,4427425,1416734,2.0078350660041906
50,256,0,6515602,3484398,1221860,2.008110157039482
60,256,0,8248245,1751755,825368,2.3080633869976737
70,256,0,9877477,122523,71848,2.3080894890008494
80,256,0,9996553,3447,26,2.6086417379556224
90,256,0,9997302,2698,27,2.608918869984336
100,256,0,9997312,2688,30,2.908692658995278
200,256,0,9999566,434,9,4.7108868539799005
0,512,24111949,4424317,5575683,960001,1.7046745069674216
10,512,5217813,2157069,7842931,781250,1.4071510259527713
20,512,2350390,3817654,6182346,956533,1.7073241139878519
30,512,0,3513090,6486910,1165864,1.7074594150180928
40,512,0,5119624,4880376,1471579,2.008148715016432
50,512,0,5216870,4783130,1500487,2.007746533025056
60,512,0,6784046,3215954,1393114,2.0080334980157204
70,512,0,9998129,1871,6,2.308208051021211
80,512,0,9999756,244,2,2.6084269610000774
90,512,0,9998593,1407,8,2.6085187179851346
100,512,0,9978897,21103,4,2.908884336997289
200,512,0,10000000,0,0,4.7109062380041
0,1024,32361341,4913405,5086595,961920,1.7046717960038222
10,1024,23813905,3705646,6294354,951889,1.7078926330432296
20,1024,130160,2760121,7239879,883940,1.4073877499904484
30,1024,0,3927345,6072655,1107189,1.707737393968273
40,1024,0,6257706,3742294,1274550,2.0081098030204885
50,1024,0,5249225,4750775,1436883,2.0079788290313445
60,1024,0,8516386,1483614,653409,2.308086268021725
70,1024,0,9341735,658265,368858,2.3080991479801014
80,1024,0,10000000,0,0,2.608777690969873
90,1024,0,9999983,17,1,2.6088003939948976
100,1024,0,10000000,0,0,2.9087524350034073
200,1024,0,10000000,0,0,4.710820518026594
0,4,78993371,4717331,5282669,1011260,2.0048848380101845
10,4,69626364,4182476,5817524,950985,2.007563446997665
20,4,4624036,2405969,7594031,819120,1.4069816370029002
30,4,7523515,3297867,6702133,1002425,1.7077083179610781
40,4,1059622,4292611,5707389,1258048,2.0079083290183917
50,4,2517601,4439912,5560088,1247659,2.0075829919660464
60,4,109801,5234403,4765597,1399779,2.307935662975069
70,4,0,6232332,3767668,1574464,2.3078646170324646
80,4,0,8562641,1437359,817237,2.608216247987002
90,4,0,8158774,1841226,1014560,2.608706582977902
100,4,0,9902430,97570,69373,2.9086868740268983
200,4,0,9990641,9359,153,4.710809073993005
0,8,47321907,3787304,6212696,911662,1.704592911992222
10,8,36166964,3301600,6698400,872785,1.7070626399945468
20,8,11454653,3410963,6589037,901180,1.707705455017276
30,8,4371146,3542911,6457089,1075245,1.707527338003274
40,8,0,4621753,5378247,1342840,2.008075085002929
50,8,2226130,5194359,4805641,1076735,2.0079973849933594
60,8,140215,6410398,3589602,1416159,2.3078154399991035
70,8,0,6560181,3439819,1406670,2.3060283509548753
80,8,0,9615327,384673,210671,2.608633499010466
90,8,0,9781630,218370,106137,2.60839028400369
100,8,0,9992559,7441,112,2.908702413958963
200,8,0,9990138,9862,145,4.710836677986663
0,16,48870833,4270652,5729348,918350,1.7045521049876697
10,16,18413754,4077408,5922592,942591,1.707392456009984
20,16,5814999,3394304,6605696,907775,1.7077290280140005
30,16,743018,3897176,6102824,1115317,1.707725138985552
40,16,0,4729495,5270505,1412761,2.0080111019778997
50,16,69521,5182148,4817852,1296449,2.0077543450170197
60,16,926905,7241323,2758677,1009103,2.3081443610135466
70,16,0,9754515,245485,109945,2.308289690001402
80,16,0,9991532,8468,66,2.608403989986982
90,16,0,9814881,185119,81952,2.6085439390153624
100,16,0,9992492,7508,41,2.9087261430104263
200,16,0,9991551,8449,83,4.710800403961912
0,32,55551466,4688600,5311400,907804,1.704610331042204
10,32,45452680,5159837,4840163,871632,1.707605556002818
20,32,943376,2901385,7098615,906325,1.4068319160141982
30,32,731502,3973535,6026465,1123276,1.7072687160107307
40,32,0,5745931,4254069,1218556,2.0079826730070636
50,32,0,5717809,4282191,1303069,2.007898437033873
60,32,23541,6936810,3063190,1194525,2.0078779499744996
70,32,0,9287426,712574,348061,2.3081924440339208
80,32,0,9993546,6454,19,2.608332029019948
90,32,0,9969296,30704,11226,2.608359641977586
100,32,0,9990821,9179,57,2.9087820159620605
200,32,0,9990531,9469,107,4.7107333990279585
0,64,42983930,4995543,5004457,934391,1.7043996529537253
10,64,26187580,3943638,6056362,910255,1.707303030998446
20,64,746692,3447019,6552981,911908,1.707205761980731
30,64,83344,3914431,6085569,1011208,1.7075801059836522
40,64,0,5963209,4036791,1166688,2.0076702950173058
50,64,0,6398733,3601267,1164439,2.008032326993998
60,64,0,8039904,1960096,863194,2.3078903559944592
70,64,0,9993316,6684,1333,2.3079102730262093
80,64,0,9994573,5427,42,2.608382533013355
90,64,0,9993349,6651,20,2.608315974997822
100,64,0,9996006,3994,14,2.9086775420000777
200,64,0,9994879,5121,67,4.710743484029081
0,128,30390434,3313297,6686703,890798,1.7046330089797266
10,128,6661381,2617632,7382368,832668,1.4073375320294872
20,128,11545,3012044,6987956,1000270,1.407335071999114
30,128,0,3995497,6004503,1088787,1.707287692988757
40,128,0,6430853,3569147,1178466,2.0080460269819014
50,128,0,6585123,3414877,1223690,2.007930680993013
60,128,0,8581967,1418033,716764,2.307930888957344
70,128,0,9867092,132908,75019,2.3079846249893308
80,128,0,9994908,5092,27,2.6083065940183587
90,128,0,9996046,3954,70,2.6083286909852177
100,128,0,9995671,4329,18,2.9085900869686157
200,128,0,9997801,2199,54,4.7105984360096045
0,256,41872169,4205687,5794313,939798,1.7045386099489406
10,256,9051012,3441563,6558437,888831,1.7073628139914945
20,256,6145,3165625,6834375,952042,1.4067968819872476
30,256,0,4111766,5888234,1059040,1.7074041030136868
40,256,0,6910806,3089194,1088368,2.0080560029600747
50,256,0,6830377,3169623,1191369,2.0080143669620156
60,256,0,9113017,886983,452227,2.3083647699677385
70,256,0,9761358,238642,134059,2.308034161978867
80,256,0,9997912,2088,19,2.6082948520197533
90,256,0,9998531,1469,18,2.608421299024485
100,256,0,9996864,3136,30,2.9090540249599144
200,256,0,9999695,305,7,4.710846064961515
0,512,29749689,3892058,6107942,970971,1.704543265979737
10,512,14085700,3876362,6123638,943731,1.7072905199602246
20,512,394237,3355405,6644595,927706,1.406861788011156
30,512,0,3437729,6562271,1201484,1.7075720070279203
40,512,0,5736128,4263872,1396863,2.0076552490354516
50,512,0,5710765,4289235,1426033,2.007491572003346
60,512,0,8443697,1556303,776413,2.307998203963507
70,512,0,9999793,207,76,2.308422591013368
80,512,0,9999544,456,3,2.6083734649582766
90,512,0,9999053,947,6,2.6084173069684766
100,512,0,9999751,249,2,2.908991734031588
200,512,0,10000000,0,0,4.710896008007694
0,1024,46175263,4376890,5623110,977030,1.7045317140291445
10,1024,6920065,2643124,7356876,783246,1.4070995950023644
20,1024,397209,3140509,6859491,956990,1.4067434120224789
30,1024,1803,3882839,6117161,1094707,1.7071861770236865
40,1024,0,6354457,3645543,1284716,2.0076923149754293
50,1024,0,5776192,4223808,1435212,2.0075516979559325
60,1024,0,7896756,2103244,1005238,2.307976123993285
70,1024,0,9958918,41082,23576,2.3080477970070206
80,1024,0,10000000,0,0,2.6085050919791684
90,1024,0,10000000,0,0,2.608716797956731
100,1024,0,10000000,0,0,2.9085591069888324
