c-native,1.583216
c-drio,1.407259
c-c-empty,1.407763,0
c-c-empty,1.412782,0
c-c-dm,1.44795,0
c-c-dm,1.447623,0
c-c-dm-stats,0,0,20000,0,0,20000,0,1.5
c-c-dm-errs-good,1.439861,0
c-c-dm-errs-bad,1.443671,0
c-c-dm-errs-stats,0,0,20000,0,0,20000,10,1.5
c-native,1.583295
c-drio,1.407927
c-c-empty,1.407962,0
c-c-empty,1.409947,0
c-c-dm,1.43961,0
c-c-dm,1.439184,0
c-c-dm-stats,0,0,20000,0,0,20000,0,1.49
c-c-dm-errs-good,1.444238,0
c-c-dm-errs-bad,1.43862,0
c-c-dm-errs-stats,0,0,20000,0,0,20000,10,1.49
c-native,1.583781
c-drio,1.422885
c-c-empty,1.407255,0
c-c-empty,1.418344,0
c-c-dm,1.441086,0
c-c-dm,1.446802,0
c-c-dm-stats,0,0,20000,0,0,20000,0,1.49
c-c-dm-errs-good,1.47268,0
c-c-dm-errs-bad,1.456173,0
c-c-dm-errs-stats,0,0,20000,0,0,20000,10,1.53
c-native,1.583294
c-drio,1.416701
c-c-empty,1.406993,0
c-c-empty,1.414839,0
c-c-dm,1.449311,0
c-c-dm,1.439596,0
c-c-dm-stats,0,0,20000,0,0,20000,0,1.5
c-c-dm-errs-good,1.440358,0
c-c-dm-errs-bad,1.448811,0
c-c-dm-errs-stats,0,0,20000,0,0,20000,10,1.5
c-native,1.582504
c-drio,1.407789
c-c-empty,1.407518,0
c-c-empty,1.409354,0
c-c-dm,1.458086,0
c-c-dm,1.452064,0
c-c-dm-stats,0,0,20000,0,0,20000,0,1.51
c-c-dm-errs-good,1.447593,0
c-c-dm-errs-bad,1.448233,0
c-c-dm-errs-stats,0,0,20000,0,0,20000,10,1.51
c-native,1.582249
c-drio,1.408353
c-c-empty,1.411364,0
c-c-empty,1.408145,0
c-c-dm,1.439784,0
c-c-dm,1.453473,0
c-c-dm-stats,0,0,20000,0,0,20000,0,1.5
c-c-dm-errs-good,1.467742,0
c-c-dm-errs-bad,1.45073,0
c-c-dm-errs-stats,0,0,20000,0,0,20000,10,1.51
c-native,1.582669
c-drio,1.433108
c-c-empty,1.410979,0
c-c-empty,1.408614,0
c-c-dm,1.443288,0
c-c-dm,1.439115,0
c-c-dm-stats,0,0,20000,0,0,20000,0,1.49
c-c-dm-errs-good,1.443254,0
c-c-dm-errs-bad,1.44995,0
c-c-dm-errs-stats,0,0,20000,0,0,20000,10,1.5
c-native,1.591222
c-drio,1.408418
c-c-empty,1.408817,0
c-c-empty,1.408213,0
c-c-dm,1.441168,0
c-c-dm,1.473815,0
c-c-dm-stats,0,0,20000,0,0,20000,0,1.53
c-c-dm-errs-good,1.476304,0
c-c-dm-errs-bad,1.439724,0
c-c-dm-errs-stats,0,0,20000,0,0,20000,10,1.53
c-native,1.583383
c-drio,1.408011
c-c-empty,1.417802,0
c-c-empty,1.412595,0
c-c-dm,1.443096,0
c-c-dm,1.45912,0
c-c-dm-stats,0,0,20000,0,0,20000,0,1.51
c-c-dm-errs-good,1.438874,0
c-c-dm-errs-bad,1.442671,0
c-c-dm-errs-stats,0,0,20000,0,0,20000,10,1.5
c-native,1.582987
c-drio,1.4067
c-c-empty,1.409166,0
c-c-empty,1.41641,0
c-c-dm,1.453464,0
c-c-dm,1.443204,0
c-c-dm-stats,0,0,20000,0,0,20000,0,1.51
c-c-dm-errs-good,1.475962,0
c-c-dm-errs-bad,1.439401,0
c-c-dm-errs-stats,0,0,20000,0,0,20000,10,1.53
