c-native,0.39755
c-drio,0.359128
c-c-empty,0.358794,0
c-c-empty,0.361353,0
c-c-dm,0.373807,0
c-c-dm,0.384305,0
c-c-dm-stats,0,0,10000,0,0,10000,0,0.44
c-c-dm-errs-good,0.374651,0
c-c-dm-errs-bad,0.373391,0
c-c-dm-errs-stats,0,0,10000,0,0,10000,10,0.42
c-native,0.399324
c-drio,0.35787
c-c-empty,0.360164,0
c-c-empty,0.365419,0
c-c-dm,0.383328,0
c-c-dm,0.373482,0
c-c-dm-stats,0,0,10000,0,0,10000,0,0.44
c-c-dm-errs-good,0.373254,0
c-c-dm-errs-bad,0.37348,0
c-c-dm-errs-stats,0,0,10000,0,0,10000,10,0.42
c-native,0.397555
c-drio,0.365246
c-c-empty,0.360389,0
c-c-empty,0.358363,0
c-c-dm,0.38067,0
c-c-dm,0.38441,0
c-c-dm-stats,0,0,10000,0,0,10000,0,0.44
c-c-dm-errs-good,0.373542,0
c-c-dm-errs-bad,0.380793,0
c-c-dm-errs-stats,421,0,9579,0,421,9579,10,0.44
c-native,0.397544
c-drio,0.357608
c-c-empty,0.369056,0
c-c-empty,0.358207,0
c-c-dm,0.381032,0
c-c-dm,0.373615,0
c-c-dm-stats,0,0,10000,0,0,10000,0,0.43
c-c-dm-errs-good,0.377425,0
c-c-dm-errs-bad,0.373036,0
c-c-dm-errs-stats,0,0,10000,0,0,10000,10,0.42
c-native,0.397561
c-drio,0.357987
c-c-empty,0.368684,0
c-c-empty,0.369184,0
c-c-dm,0.379708,0
c-c-dm,0.373238,0
c-c-dm-stats,0,0,10000,0,0,10000,0,0.43
c-c-dm-errs-good,0.382115,0
c-c-dm-errs-bad,0.37957,0
c-c-dm-errs-stats,0,0,10000,0,0,10000,10,0.45
c-native,0.397686
c-drio,0.368852
c-c-empty,0.361232,0
c-c-empty,0.36502,0
c-c-dm,0.375093,0
c-c-dm,0.378459,0
c-c-dm-stats,0,0,10000,0,0,10000,0,0.43
c-c-dm-errs-good,0.382786,0
c-c-dm-errs-bad,0.373296,0
c-c-dm-errs-stats,0,0,10000,0,0,10000,10,0.44
c-native,0.397579
c-drio,0.358806
c-c-empty,0.364123,0
c-c-empty,0.364095,0
c-c-dm,0.374411,0
c-c-dm,0.38059,0
c-c-dm-stats,421,0,9579,0,421,9579,0,0.45
c-c-dm-errs-good,0.375575,0
c-c-dm-errs-bad,0.373332,0
c-c-dm-errs-stats,0,0,10000,0,0,10000,10,0.43
c-native,0.397578
c-drio,0.358152
c-c-empty,0.35827,0
c-c-empty,0.363878,0
c-c-dm,0.392979,0
c-c-dm,0.385171,0
c-c-dm-stats,0,0,10000,0,0,10000,0,0.45
c-c-dm-errs-good,0.393082,0
c-c-dm-errs-bad,0.375934,0
c-c-dm-errs-stats,0,783,9217,783,0,9217,10,0.46
c-native,0.399303
c-drio,0.358162
c-c-empty,0.358578,0
c-c-empty,0.359801,0
c-c-dm,0.383961,0
c-c-dm,0.373263,0
c-c-dm-stats,0,0,10000,0,0,10000,0,0.43
c-c-dm-errs-good,0.377272,0
c-c-dm-errs-bad,0.382051,0
c-c-dm-errs-stats,0,0,10000,0,0,10000,10,0.43
c-native,0.397563
c-drio,0.357908
c-c-empty,0.358703,0
c-c-empty,0.369623,0
c-c-dm,0.390116,0
c-c-dm,0.378557,0
c-c-dm-stats,0,421,9579,421,0,9579,0,0.45
c-c-dm-errs-good,0.37652,0
c-c-dm-errs-bad,0.382559,0
c-c-dm-errs-stats,0,0,10000,0,0,10000,10,0.43
