c-native,0.397801
c-drio,0.357593
c-c-empty,0.357975,0
c-c-empty,0.361169,0
c-c-dm,0.373621,0
c-c-dm,0.391397,0
c-c-dm-stats,0,0,10000,0,0,10000,0,0.44
c-c-dm-errs-good,0.374043,0
c-c-dm-errs-bad,0.384589,0
c-c-dm-errs-stats,0,0,10000,0,0,10000,10,0.44
c-native,0.39904
c-drio,0.35814
c-c-empty,0.359006,0
c-c-empty,0.357844,0
c-c-dm,0.393249,0
c-c-dm,0.373601,0
c-c-dm-stats,0,0,10000,0,0,10000,0,0.46
c-c-dm-errs-good,0.377413,0
c-c-dm-errs-bad,0.374993,0
c-c-dm-errs-stats,0,0,10000,0,0,10000,10,0.43
c-native,0.397816
c-drio,0.35801
c-c-empty,0.363033,0
c-c-empty,0.358408,0
c-c-dm,0.396495,0
c-c-dm,0.374244,0
c-c-dm-stats,0,0,10000,0,0,10000,0,0.46
c-c-dm-errs-good,0.376152,0
c-c-dm-errs-bad,0.390927,0
c-c-dm-errs-stats,0,0,10000,0,0,10000,10,0.45
c-native,0.397788
c-drio,0.358078
c-c-empty,0.367452,0
c-c-empty,0.369129,0
c-c-dm,0.374733,0
c-c-dm,0.377561,0
c-c-dm-stats,0,0,10000,0,0,10000,0,0.42
c-c-dm-errs-good,0.377129,0
c-c-dm-errs-bad,0.3734,0
c-c-dm-errs-stats,0,0,10000,0,0,10000,10,0.43
c-native,0.397984
c-drio,0.368689
c-c-empty,0.361047,0
c-c-empty,0.36151,0
c-c-dm,0.373329,0
c-c-dm,0.375863,0
c-c-dm-stats,0,0,10000,0,0,10000,0,0.43
c-c-dm-errs-good,0.373467,0
c-c-dm-errs-bad,0.384627,0
c-c-dm-errs-stats,0,0,10000,0,0,10000,10,0.44
c-native,0.397695
c-drio,0.357873
c-c-empty,0.362369,0
c-c-empty,0.357995,0
c-c-dm,0.373013,0
c-c-dm,0.375247,0
c-c-dm-stats,0,0,10000,0,0,10000,0,0.43
c-c-dm-errs-good,0.377493,0
c-c-dm-errs-bad,0.373274,0
c-c-dm-errs-stats,0,0,10000,0,0,10000,10,0.43
c-native,0.397604
c-drio,0.357857
c-c-empty,0.357865,0
c-c-empty,0.358382,0
c-c-dm,0.391466,0
c-c-dm,0.377893,0
c-c-dm-stats,0,0,10000,0,0,10000,0,0.44
c-c-dm-errs-good,0.373341,0
c-c-dm-errs-bad,0.380734,0
c-c-dm-errs-stats,0,0,10000,0,0,10000,10,0.43
c-native,0.397913
c-drio,0.357983
c-c-empty,0.362247,0
c-c-empty,0.361224,0
c-c-dm,0.383831,0
c-c-dm,0.373162,0
c-c-dm-stats,0,0,10000,0,0,10000,0,0.43
c-c-dm-errs-good,0.375578,0
c-c-dm-errs-bad,0.384731,0
c-c-dm-errs-stats,0,0,10000,0,0,10000,10,0.43
c-native,0.397799
c-drio,0.357739
c-c-empty,0.359417,0
c-c-empty,0.358052,0
c-c-dm,0.406469,0
c-c-dm,0.376016,0
c-c-dm-stats,0,0,10000,0,0,10000,0,0.47
c-c-dm-errs-good,0.374018,0
c-c-dm-errs-bad,0.381027,0
c-c-dm-errs-stats,0,0,10000,0,0,10000,10,0.44
c-native,0.398246
c-drio,0.362533
c-c-empty,0.358647,0
c-c-empty,0.358645,0
c-c-dm,0.373779,0
c-c-dm,0.373475,0
c-c-dm-stats,0,0,10000,0,0,10000,0,0.42
c-c-dm-errs-good,0.374785,0
c-c-dm-errs-bad,0.374052,0
c-c-dm-errs-stats,0,0,10000,0,0,10000,10,0.43
