c-native,0.397733
c-drio,0.364038
c-c-empty,0.358304,0
c-c-empty,0.357825,0
c-c-dm,0.39364,0
c-c-dm,0.383615,0
c-c-dm-stats,0,0,10000,0,0,10000,0,0.45
c-c-dm-errs-good,0.373348,0
c-c-dm-errs-bad,0.376359,0
c-c-dm-errs-stats,1327,0,8673,0,1327,8673,9,0.42
c-native,0.399793
c-drio,0.35799
c-c-empty,0.358388,0
c-c-empty,0.365021,0
c-c-dm,0.373386,0
c-c-dm,0.375896,0
c-c-dm-stats,0,0,10000,0,0,10000,0,0.43
c-c-dm-errs-good,0.373671,0
c-c-dm-errs-bad,0.389803,0
c-c-dm-errs-stats,0,0,10000,0,0,10000,10,0.44
c-native,0.398251
c-drio,0.358145
c-c-empty,0.360046,0
c-c-empty,0.368266,0
c-c-dm,0.374036,0
c-c-dm,0.377493,0
c-c-dm-stats,1792,0,8208,0,1792,8208,0,0.44
c-c-dm-errs-good,0.38453,0
c-c-dm-errs-bad,0.374325,0
c-c-dm-errs-stats,0,250,9750,250,0,9750,10,0.44
c-native,0.397518
c-drio,0.358296
c-c-empty,0.358016,0
c-c-empty,0.364226,0
c-c-dm,0.386019,0
c-c-dm,0.37351,0
c-c-dm-stats,0,3387,6613,3387,0,6613,0,0.45
c-c-dm-errs-good,0.373523,0
c-c-dm-errs-bad,0.373665,0
c-c-dm-errs-stats,0,0,10000,0,0,10000,10,0.43
c-native,0.397829
c-drio,0.364243
c-c-empty,0.362133,0
c-c-empty,0.36226,0
c-c-dm,0.374511,0
c-c-dm,0.374293,0
c-c-dm-stats,0,0,10000,0,0,10000,0,0.43
c-c-dm-errs-good,0.374163,0
c-c-dm-errs-bad,0.379124,0
c-c-dm-errs-stats,0,0,10000,0,0,10000,10,0.43
c-native,0.399239
c-drio,0.359642
c-c-empty,0.364474,0
c-c-empty,0.360979,0
c-c-dm,0.374242,0
c-c-dm,0.392223,0
c-c-dm-stats,3325,0,6675,0,3325,6675,0,0.46
c-c-dm-errs-good,0.378236,0
c-c-dm-errs-bad,0.391001,0
c-c-dm-errs-stats,0,0,10000,0,0,10000,10,0.44
c-native,0.398296
c-drio,0.362085
c-c-empty,0.368895,0
c-c-empty,0.358146,0
c-c-dm,0.39188,0
c-c-dm,0.383871,0
c-c-dm-stats,0,0,10000,0,0,10000,0,0.44
c-c-dm-errs-good,0.378676,0
c-c-dm-errs-bad,0.380656,0
c-c-dm-errs-stats,0,0,10000,0,0,10000,10,0.43
c-native,0.397653
c-drio,0.357909
c-c-empty,0.358226,0
c-c-empty,0.368617,0
c-c-dm,0.38107,0
c-c-dm,0.384488,0
c-c-dm-stats,0,250,9750,250,0,9750,0,0.44
c-c-dm-errs-good,0.377256,0
c-c-dm-errs-bad,0.373259,0
c-c-dm-errs-stats,0,0,10000,0,0,10000,10,0.42
c-native,0.397636
c-drio,0.361231
c-c-empty,0.369586,0
c-c-empty,0.358351,0
c-c-dm,0.385123,0
c-c-dm,0.37353,0
c-c-dm-stats,0,0,10000,0,0,10000,0,0.44
c-c-dm-errs-good,0.390811,0
c-c-dm-errs-bad,0.373677,0
c-c-dm-errs-stats,0,0,10000,0,0,10000,10,0.44
c-native,0.397459
c-drio,0.358014
c-c-empty,0.365198,0
c-c-empty,0.358336,0
c-c-dm,0.375763,0
c-c-dm,0.3846,0
c-c-dm-stats,0,0,10000,0,0,10000,0,0.44
c-c-dm-errs-good,0.373448,0
c-c-dm-errs-bad,0.373344,0
c-c-dm-errs-stats,0,0,10000,0,0,10000,10,0.42
