c-native,3.555071
c-drio,3.158846
c-c-empty,3.168529,0
c-c-empty,3.154768,0
c-c-dm,3.203242,0
c-c-dm,3.241639,0
c-c-dm-stats,0,0,30000,0,0,30000,0,3.29
c-c-dm-errs-good,3.209373,0
c-c-dm-errs-bad,3.233229,0
c-c-dm-errs-stats,0,0,30000,0,0,30000,10,3.29
c-native,3.555496
c-drio,3.187017
c-c-empty,3.151479,0
c-c-empty,3.153777,0
c-c-dm,3.271136,0
c-c-dm,3.210759,0
c-c-dm-stats,0,0,30000,0,0,30000,0,3.33
c-c-dm-errs-good,3.226055,0
c-c-dm-errs-bad,3.201313,0
c-c-dm-errs-stats,0,0,30000,0,0,30000,10,3.28
c-native,3.552714
c-drio,3.152984
c-c-empty,3.156765,0
c-c-empty,3.155805,0
c-c-dm,3.277208,0
c-c-dm,3.204423,0
c-c-dm-stats,0,0,30000,0,0,30000,0,3.33
c-c-dm-errs-good,3.222942,0
c-c-dm-errs-bad,3.263696,0
c-c-dm-errs-stats,0,0,30000,0,0,30000,10,3.32
c-native,3.553358
c-drio,3.149588
c-c-empty,3.153725,0
c-c-empty,3.15619,0
c-c-dm,3.206777,0
c-c-dm,3.213256,0
c-c-dm-stats,421,0,29579,0,421,29579,0,3.28
c-c-dm-errs-good,3.210155,0
c-c-dm-errs-bad,3.199392,0
c-c-dm-errs-stats,0,0,30000,0,0,30000,10,3.26
c-native,3.555605
c-drio,3.155288
c-c-empty,3.150938,0
c-c-empty,3.157487,0
c-c-dm,3.234051,0
c-c-dm,3.20706,0
c-c-dm-stats,0,0,30000,0,0,30000,0,3.29
c-c-dm-errs-good,3.201958,0
c-c-dm-errs-bad,3.206827,0
c-c-dm-errs-stats,0,0,30000,0,0,30000,10,3.26
c-native,3.556667
c-drio,3.213342
c-c-empty,3.154182,0
c-c-empty,3.15015,0
c-c-dm,3.22017,0
c-c-dm,3.221133,0
c-c-dm-stats,0,0,30000,0,0,30000,0,3.27
c-c-dm-errs-good,3.204045,0
c-c-dm-errs-bad,3.283203,0
c-c-dm-errs-stats,0,0,30000,0,0,30000,10,3.33
c-native,3.556945
c-drio,3.153287
c-c-empty,3.157624,0
c-c-empty,3.155942,0
c-c-dm,3.202493,0
c-c-dm,3.219041,0
c-c-dm-stats,0,0,30000,0,0,30000,0,3.27
c-c-dm-errs-good,3.286341,0
c-c-dm-errs-bad,3.256986,0
c-c-dm-errs-stats,0,0,30000,0,0,30000,10,3.34
c-native,3.556563
c-drio,3.151365
c-c-empty,3.155641,0
c-c-empty,3.155286,0
c-c-dm,3.206898,0
c-c-dm,3.205484,0
c-c-dm-stats,0,0,30000,0,0,30000,0,3.26
c-c-dm-errs-good,3.20212,0
c-c-dm-errs-bad,3.203311,0
c-c-dm-errs-stats,0,0,30000,0,0,30000,10,3.26
c-native,3.558505
c-drio,3.155055
c-c-empty,3.155685,0
c-c-empty,3.151191,0
c-c-dm,3.213578,0
c-c-dm,3.205724,0
c-c-dm-stats,0,0,30000,0,0,30000,0,3.27
c-c-dm-errs-good,3.211243,0
c-c-dm-errs-bad,3.20189,0
c-c-dm-errs-stats,0,0,30000,0,0,30000,10,3.26
c-native,3.554885
c-drio,3.158309
c-c-empty,3.157243,0
c-c-empty,3.152735,0
c-c-dm,3.21262,0
c-c-dm,3.20298,0
c-c-dm-stats,0,0,30000,0,0,30000,0,3.26
c-c-dm-errs-good,3.227718,0
c-c-dm-errs-bad,3.220759,0
c-c-dm-errs-stats,0,0,30000,0,0,30000,10,3.29
